_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,sentence,tones
{},False,{},200,2023-12-16 00:52:59,False,,,DenseRatingRemnantTrial,217,74,True,217,19,16,DenseRatingRemnant,"{""sentence"": ""That has really angered me."", ""tones"": [""shocked"", ""disappointed"", ""concerned"", ""skeptical"", ""excited""]}",True,False,,0.0,,"{""sentence"": ""That has really angered me."", ""tones"": [""shocked"", ""disappointed"", ""concerned"", ""skeptical"", ""excited""], ""answer"": {""shocked"": ""2"", ""disappointed"": ""4"", ""concerned"": ""1"", ""skeptical"": ""1"", ""excited"": ""3""}}",True,359.0,,,18.479,840.0,890.0,50.0,0,default,DenseRatingRemnantTrial,Info,That has really angered me.,"[""shocked"", ""disappointed"", ""concerned"", ""skeptical"", ""excited""]"
{},False,{},201,2023-12-16 00:53:08,False,,,DenseRatingRemnantTrial,231,44,True,231,20,17,DenseRatingRemnant,"{""sentence"": ""I really welcomed your help at work today!"", ""tones"": [""pleased"", ""thankful"", ""excited"", ""resigned"", ""skeptical""]}",True,False,,0.0,,"{""sentence"": ""I really welcomed your help at work today!"", ""tones"": [""pleased"", ""thankful"", ""excited"", ""resigned"", ""skeptical""], ""answer"": {""pleased"": ""5"", ""thankful"": ""5"", ""excited"": ""3"", ""resigned"": ""2"", ""skeptical"": ""2""}}",True,360.0,,,24.383,140.0,190.0,50.0,0,default,DenseRatingRemnantTrial,Info,I really welcomed your help at work today!,"[""pleased"", ""thankful"", ""excited"", ""resigned"", ""skeptical""]"
{},False,{},202,2023-12-16 00:53:13,False,,,DenseRatingRemnantTrial,193,18,True,193,16,13,DenseRatingRemnant,"{""sentence"": ""I`ve missed you so much, my darling."", ""tones"": [""proud"", ""curious"", ""relieved"", ""excited"", ""irritated""]}",True,False,,0.0,,"{""sentence"": ""I`ve missed you so much, my darling."", ""tones"": [""proud"", ""curious"", ""relieved"", ""excited"", ""irritated""], ""answer"": {""proud"": ""2"", ""curious"": ""2"", ""relieved"": ""4"", ""excited"": ""5"", ""irritated"": ""1""}}",True,362.0,,,27.261,790.0,840.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I`ve missed you so much, my darling.","[""proud"", ""curious"", ""relieved"", ""excited"", ""irritated""]"
{},False,{},203,2023-12-16 00:53:13,False,,,DenseRatingRemnantTrial,207,79,True,207,18,15,DenseRatingRemnant,"{""sentence"": ""You have done exceedingly well, I am so happy."", ""tones"": [""annoyed"", ""relieved"", ""admiring"", ""nostalgic"", ""uncertain""]}",True,False,,0.0,,"{""sentence"": ""You have done exceedingly well, I am so happy."", ""tones"": [""annoyed"", ""relieved"", ""admiring"", ""nostalgic"", ""uncertain""], ""answer"": {""annoyed"": ""2"", ""relieved"": ""3"", ""admiring"": ""5"", ""nostalgic"": ""3"", ""uncertain"": ""2""}}",True,361.0,,,19.453,840.0,890.0,50.0,0,default,DenseRatingRemnantTrial,Info,"You have done exceedingly well, I am so happy.","[""annoyed"", ""relieved"", ""admiring"", ""nostalgic"", ""uncertain""]"
{},False,{},204,2023-12-16 00:53:34,False,,,DenseRatingRemnantTrial,220,57,True,220,20,17,DenseRatingRemnant,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""relieved"", ""irritated"", ""joyful"", ""shocked"", ""sarcastic""]}",True,False,,0.0,,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""relieved"", ""irritated"", ""joyful"", ""shocked"", ""sarcastic""], ""answer"": {""relieved"": ""2"", ""irritated"": ""4"", ""joyful"": ""2"", ""shocked"": ""1"", ""sarcastic"": ""1""}}",True,363.0,,,24.321,190.0,240.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am worried about my driving test.,"[""relieved"", ""irritated"", ""joyful"", ""shocked"", ""sarcastic""]"
{},False,{},205,2023-12-16 00:53:42,False,,,DenseRatingRemnantTrial,192,33,True,192,16,13,DenseRatingRemnant,"{""sentence"": ""I love you more than words can express, my dear."", ""tones"": [""desperate"", ""friendly"", ""grateful"", ""proud"", ""defensive""]}",True,False,,0.0,,"{""sentence"": ""I love you more than words can express, my dear."", ""tones"": [""desperate"", ""friendly"", ""grateful"", ""proud"", ""defensive""], ""answer"": {""desperate"": ""2"", ""friendly"": ""5"", ""grateful"": ""3"", ""proud"": ""3"", ""defensive"": ""2""}}",True,365.0,,,49.053,840.0,890.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I love you more than words can express, my dear.","[""desperate"", ""friendly"", ""grateful"", ""proud"", ""defensive""]"
{},False,{},206,2023-12-16 00:53:59,False,,,DenseRatingRemnantTrial,215,42,True,215,20,17,DenseRatingRemnant,"{""sentence"": ""I give my permission for you to access personal information."", ""tones"": [""annoyed"", ""worried"", ""affectionate"", ""thankful"", ""frustrated""]}",True,False,,0.0,,"{""sentence"": ""I give my permission for you to access personal information."", ""tones"": [""annoyed"", ""worried"", ""affectionate"", ""thankful"", ""frustrated""], ""answer"": {""annoyed"": ""1"", ""worried"": ""1"", ""affectionate"": ""1"", ""thankful"": ""1"", ""frustrated"": ""1""}}",True,364.0,,,27.049,240.0,290.0,50.0,0,default,DenseRatingRemnantTrial,Info,I give my permission for you to access personal information.,"[""annoyed"", ""worried"", ""affectionate"", ""thankful"", ""frustrated""]"
{},False,{},207,2023-12-16 00:54:27,False,,,DenseRatingRemnantTrial,222,71,True,222,20,17,DenseRatingRemnant,"{""sentence"": ""I am most grateful for your help in this matter."", ""tones"": [""admiring"", ""curious"", ""thankful"", ""sarcastic"", ""resigned""]}",True,False,,0.0,,"{""sentence"": ""I am most grateful for your help in this matter."", ""tones"": [""admiring"", ""curious"", ""thankful"", ""sarcastic"", ""resigned""], ""answer"": {""admiring"": ""5"", ""curious"": ""3"", ""thankful"": ""5"", ""sarcastic"": ""1"", ""resigned"": ""2""}}",True,366.0,,,21.557,290.0,340.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am most grateful for your help in this matter.,"[""admiring"", ""curious"", ""thankful"", ""sarcastic"", ""resigned""]"
{},False,{},208,2023-12-16 00:54:49,False,,,DenseRatingRemnantTrial,164,43,True,164,20,17,DenseRatingRemnant,"{""sentence"": ""Thank goodness that is over; I thought it would never end!"", ""tones"": [""skeptical"", ""surprised"", ""curious"", ""defensive"", ""concerned""]}",True,False,,0.0,,"{""sentence"": ""Thank goodness that is over; I thought it would never end!"", ""tones"": [""skeptical"", ""surprised"", ""curious"", ""defensive"", ""concerned""], ""answer"": {""skeptical"": ""2"", ""surprised"": ""3"", ""curious"": ""2"", ""defensive"": ""1"", ""concerned"": ""3""}}",True,367.0,,,19.984,340.0,390.0,50.0,0,default,DenseRatingRemnantTrial,Info,Thank goodness that is over; I thought it would never end!,"[""skeptical"", ""surprised"", ""curious"", ""defensive"", ""concerned""]"
{},False,{},209,2023-12-16 00:55:10,False,,,DenseRatingRemnantTrial,170,50,True,170,20,17,DenseRatingRemnant,"{""sentence"": ""I would never do that!"", ""tones"": [""proud"", ""relieved"", ""confused"", ""admiring"", ""defensive""]}",True,False,,0.0,,"{""sentence"": ""I would never do that!"", ""tones"": [""proud"", ""relieved"", ""confused"", ""admiring"", ""defensive""], ""answer"": {""proud"": ""3"", ""relieved"": ""2"", ""confused"": ""1"", ""admiring"": ""1"", ""defensive"": ""3""}}",True,368.0,,,26.476,390.0,440.0,50.0,0,default,DenseRatingRemnantTrial,Info,I would never do that!,"[""proud"", ""relieved"", ""confused"", ""admiring"", ""defensive""]"
{},False,{},210,2023-12-16 00:55:37,False,,,DenseRatingRemnantTrial,237,80,True,237,20,17,DenseRatingRemnant,"{""sentence"": ""The more I tried to explain the situation the more I struggled to find the right words."", ""tones"": [""surprised"", ""desperate"", ""relieved"", ""sarcastic"", ""urgent""]}",True,False,,0.0,,"{""sentence"": ""The more I tried to explain the situation the more I struggled to find the right words."", ""tones"": [""surprised"", ""desperate"", ""relieved"", ""sarcastic"", ""urgent""], ""answer"": {""surprised"": ""3"", ""desperate"": ""4"", ""relieved"": ""2"", ""sarcastic"": ""1"", ""urgent"": ""2""}}",True,371.0,,,31.216,440.0,490.0,50.0,0,default,DenseRatingRemnantTrial,Info,The more I tried to explain the situation the more I struggled to find the right words.,"[""surprised"", ""desperate"", ""relieved"", ""sarcastic"", ""urgent""]"
{},False,{},211,2023-12-16 00:55:39,False,,,DenseRatingRemnantTrial,175,75,True,175,17,14,DenseRatingRemnant,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""grateful"", ""relieved"", ""surprised"", ""joyful"", ""resigned""]}",True,False,,0.0,,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""grateful"", ""relieved"", ""surprised"", ""joyful"", ""resigned""], ""answer"": {""grateful"": ""1"", ""relieved"": ""1"", ""surprised"": ""2"", ""joyful"": ""1"", ""resigned"": ""3""}}",True,370.0,,,27.029,240.0,290.0,50.0,0,default,DenseRatingRemnantTrial,Info,Nothing seems to be going as planned.,"[""grateful"", ""relieved"", ""surprised"", ""joyful"", ""resigned""]"
{},False,{},212,2023-12-16 00:56:08,False,,,DenseRatingRemnantTrial,165,73,True,165,17,14,DenseRatingRemnant,"{""sentence"": ""Is he really coming over then?"", ""tones"": [""desperate"", ""descriptive"", ""curious"", ""excited"", ""worried""]}",True,False,,0.0,,"{""sentence"": ""Is he really coming over then?"", ""tones"": [""desperate"", ""descriptive"", ""curious"", ""excited"", ""worried""], ""answer"": {""desperate"": ""1"", ""descriptive"": ""1"", ""curious"": ""4"", ""excited"": ""1"", ""worried"": ""3""}}",True,373.0,,,43.65,290.0,340.0,50.0,0,default,DenseRatingRemnantTrial,Info,Is he really coming over then?,"[""desperate"", ""descriptive"", ""curious"", ""excited"", ""worried""]"
{},False,{},213,2023-12-16 00:56:09,False,,,DenseRatingRemnantTrial,167,3,True,167,20,17,DenseRatingRemnant,"{""sentence"": ""What`s that strange object you`re holding in your hand?"", ""tones"": [""indignant"", ""admiring"", ""thankful"", ""irritated"", ""relieved""]}",True,False,,0.0,,"{""sentence"": ""What`s that strange object you`re holding in your hand?"", ""tones"": [""indignant"", ""admiring"", ""thankful"", ""irritated"", ""relieved""], ""answer"": {""indignant"": ""4"", ""admiring"": ""1"", ""thankful"": ""1"", ""irritated"": ""5"", ""relieved"": ""1""}}",True,372.0,,,22.433,490.0,540.0,50.0,0,default,DenseRatingRemnantTrial,Info,What`s that strange object you`re holding in your hand?,"[""indignant"", ""admiring"", ""thankful"", ""irritated"", ""relieved""]"
{},False,{},214,2023-12-16 00:56:33,False,,,DenseRatingRemnantTrial,216,23,True,216,20,17,DenseRatingRemnant,"{""sentence"": ""Please, I need your help immediately, I don`t know what to do!"", ""tones"": [""uncertain"", ""anxious"", ""grateful"", ""affectionate"", ""encouraging""]}",True,False,,0.0,,"{""sentence"": ""Please, I need your help immediately, I don`t know what to do!"", ""tones"": [""uncertain"", ""anxious"", ""grateful"", ""affectionate"", ""encouraging""], ""answer"": {""uncertain"": ""5"", ""anxious"": ""5"", ""grateful"": ""1"", ""affectionate"": ""1"", ""encouraging"": ""1""}}",True,374.0,,,23.275,540.0,590.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Please, I need your help immediately, I don`t know what to do!","[""uncertain"", ""anxious"", ""grateful"", ""affectionate"", ""encouraging""]"
{},False,{},215,2023-12-16 00:56:54,False,,,DenseRatingRemnantTrial,221,38,True,221,17,14,DenseRatingRemnant,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so thrilled!"", ""tones"": [""reassuring"", ""disappointed"", ""anxious"", ""surprised"", ""apologetic""]}",True,False,,0.0,,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so thrilled!"", ""tones"": [""reassuring"", ""disappointed"", ""anxious"", ""surprised"", ""apologetic""], ""answer"": {""reassuring"": ""1"", ""disappointed"": ""1"", ""anxious"": ""1"", ""surprised"": ""5"", ""apologetic"": ""3""}}",True,377.0,,,55.332,340.0,390.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I can`t believe we`re going to Disneyland tomorrow, I`m so thrilled!","[""reassuring"", ""disappointed"", ""anxious"", ""surprised"", ""apologetic""]"
{},False,{},216,2023-12-16 00:56:57,False,,,DenseRatingRemnantTrial,181,39,True,181,20,17,DenseRatingRemnant,"{""sentence"": ""Underneath the starry sky, I whispered, `I love you forever, my darling.`"", ""tones"": [""angry"", ""appreciative"", ""thankful"", ""admiring"", ""friendly""]}",True,False,,0.0,,"{""sentence"": ""Underneath the starry sky, I whispered, `I love you forever, my darling.`"", ""tones"": [""angry"", ""appreciative"", ""thankful"", ""admiring"", ""friendly""], ""answer"": {""angry"": ""1"", ""appreciative"": ""5"", ""thankful"": ""4"", ""admiring"": ""5"", ""friendly"": ""5""}}",True,375.0,,,21.071,590.0,640.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Underneath the starry sky, I whispered, `I love you forever, my darling.`","[""angry"", ""appreciative"", ""thankful"", ""admiring"", ""friendly""]"
{},False,{},217,2023-12-16 00:57:19,False,,,DenseRatingRemnantTrial,211,31,True,211,20,17,DenseRatingRemnant,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""skeptical"", ""disappointed"", ""desperate"", ""sad"", ""thankful""]}",True,False,,0.0,,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""skeptical"", ""disappointed"", ""desperate"", ""sad"", ""thankful""], ""answer"": {""skeptical"": ""1"", ""disappointed"": ""1"", ""desperate"": ""1"", ""sad"": ""1"", ""thankful"": ""4""}}",True,376.0,,,18.919,640.0,690.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?","[""skeptical"", ""disappointed"", ""desperate"", ""sad"", ""thankful""]"
{},False,{},218,2023-12-16 00:57:38,False,,,DenseRatingRemnantTrial,229,36,True,229,20,17,DenseRatingRemnant,"{""sentence"": ""What`s the story behind this antique, it seems quite intriguing?"", ""tones"": [""proud"", ""sympathetic"", ""surprised"", ""resigned"", ""encouraging""]}",True,False,,0.0,,"{""sentence"": ""What`s the story behind this antique, it seems quite intriguing?"", ""tones"": [""proud"", ""sympathetic"", ""surprised"", ""resigned"", ""encouraging""], ""answer"": {""proud"": ""1"", ""sympathetic"": ""2"", ""surprised"": ""3"", ""resigned"": ""1"", ""encouraging"": ""4""}}",True,378.0,,,22.792,690.0,740.0,50.0,0,default,DenseRatingRemnantTrial,Info,"What`s the story behind this antique, it seems quite intriguing?","[""proud"", ""sympathetic"", ""surprised"", ""resigned"", ""encouraging""]"
{},False,{},219,2023-12-16 00:57:51,False,,,DenseRatingRemnantTrial,201,4,True,201,17,14,DenseRatingRemnant,"{""sentence"": ""Oh wow, I am absolutely thrilled about our upcoming road trip!"", ""tones"": [""pleased"", ""descriptive"", ""reflective"", ""friendly"", ""angry""]}",True,False,,0.0,,"{""sentence"": ""Oh wow, I am absolutely thrilled about our upcoming road trip!"", ""tones"": [""pleased"", ""descriptive"", ""reflective"", ""friendly"", ""angry""], ""answer"": {""pleased"": ""5"", ""descriptive"": ""4"", ""reflective"": ""1"", ""friendly"": ""4"", ""angry"": ""3""}}",True,379.0,,,32.239,390.0,440.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh wow, I am absolutely thrilled about our upcoming road trip!","[""pleased"", ""descriptive"", ""reflective"", ""friendly"", ""angry""]"
{},False,{},220,2023-12-16 00:58:02,False,,,DenseRatingRemnantTrial,225,61,True,225,20,17,DenseRatingRemnant,"{""sentence"": ""The patient was unhappy with his treatment."", ""tones"": [""uncertain"", ""indignant"", ""skeptical"", ""happy"", ""relieved""]}",True,False,,0.0,,"{""sentence"": ""The patient was unhappy with his treatment."", ""tones"": [""uncertain"", ""indignant"", ""skeptical"", ""happy"", ""relieved""], ""answer"": {""uncertain"": ""4"", ""indignant"": ""3"", ""skeptical"": ""3"", ""happy"": ""1"", ""relieved"": ""1""}}",True,380.0,,,25.033,740.0,790.0,50.0,0,default,DenseRatingRemnantTrial,Info,The patient was unhappy with his treatment.,"[""uncertain"", ""indignant"", ""skeptical"", ""happy"", ""relieved""]"
{},False,{},221,2023-12-16 00:58:25,False,,,DenseRatingRemnantTrial,182,9,True,182,17,14,DenseRatingRemnant,"{""sentence"": ""Remember when we used to catch fireflies on warm summer nights?"", ""tones"": [""skeptical"", ""shocked"", ""apologetic"", ""confused"", ""angry""]}",True,False,,0.0,,"{""sentence"": ""Remember when we used to catch fireflies on warm summer nights?"", ""tones"": [""skeptical"", ""shocked"", ""apologetic"", ""confused"", ""angry""], ""answer"": {""skeptical"": ""1"", ""shocked"": ""2"", ""apologetic"": ""1"", ""confused"": ""1"", ""angry"": ""3""}}",True,382.0,,,40.272,440.0,490.0,50.0,0,default,DenseRatingRemnantTrial,Info,Remember when we used to catch fireflies on warm summer nights?,"[""skeptical"", ""shocked"", ""apologetic"", ""confused"", ""angry""]"
{},False,{},222,2023-12-16 00:58:28,False,,,DenseRatingRemnantTrial,204,77,True,204,20,17,DenseRatingRemnant,"{""sentence"": ""Why are you so hostile to me?"", ""tones"": [""descriptive"", ""shocked"", ""sad"", ""sarcastic"", ""worried""]}",True,False,,0.0,,"{""sentence"": ""Why are you so hostile to me?"", ""tones"": [""descriptive"", ""shocked"", ""sad"", ""sarcastic"", ""worried""], ""answer"": {""descriptive"": ""3"", ""shocked"": ""3"", ""sad"": ""5"", ""sarcastic"": ""2"", ""worried"": ""4""}}",True,381.0,,,24.755,790.0,840.0,50.0,0,default,DenseRatingRemnantTrial,Info,Why are you so hostile to me?,"[""descriptive"", ""shocked"", ""sad"", ""sarcastic"", ""worried""]"
{},False,{},223,2023-12-16 00:58:53,False,,,DenseRatingRemnantTrial,241,49,True,241,20,17,DenseRatingRemnant,"{""sentence"": ""I wondered if her intentions were in the right place."", ""tones"": [""skeptical"", ""annoyed"", ""shocked"", ""uncertain"", ""desperate""]}",True,False,,0.0,,"{""sentence"": ""I wondered if her intentions were in the right place."", ""tones"": [""skeptical"", ""annoyed"", ""shocked"", ""uncertain"", ""desperate""], ""answer"": {""skeptical"": ""4"", ""annoyed"": ""4"", ""shocked"": ""3"", ""uncertain"": ""5"", ""desperate"": ""1""}}",True,383.0,,,24.071,840.0,890.0,50.0,0,default,DenseRatingRemnantTrial,Info,I wondered if her intentions were in the right place.,"[""skeptical"", ""annoyed"", ""shocked"", ""uncertain"", ""desperate""]"
{},False,{},224,2023-12-16 00:59:06,False,,,DenseRatingRemnantTrial,202,48,True,202,17,14,DenseRatingRemnant,"{""sentence"": ""I am very happy for you."", ""tones"": [""urgent"", ""irritated"", ""anxious"", ""nostalgic"", ""appreciative""]}",True,False,,0.0,,"{""sentence"": ""I am very happy for you."", ""tones"": [""urgent"", ""irritated"", ""anxious"", ""nostalgic"", ""appreciative""], ""answer"": {""urgent"": ""1"", ""irritated"": ""1"", ""anxious"": ""1"", ""nostalgic"": ""4"", ""appreciative"": ""3""}}",True,384.0,,,16.507,490.0,540.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am very happy for you.,"[""urgent"", ""irritated"", ""anxious"", ""nostalgic"", ""appreciative""]"
{},False,{},225,2023-12-16 00:59:24,False,,,DenseRatingRemnantTrial,223,56,True,223,17,14,DenseRatingRemnant,"{""sentence"": ""Great to hear the news."", ""tones"": [""uncertain"", ""worried"", ""indignant"", ""shocked"", ""confused""]}",True,False,,0.0,,"{""sentence"": ""Great to hear the news."", ""tones"": [""uncertain"", ""worried"", ""indignant"", ""shocked"", ""confused""], ""answer"": {""uncertain"": ""1"", ""worried"": ""1"", ""indignant"": ""1"", ""shocked"": ""1"", ""confused"": ""3""}}",True,385.0,,,19.126,540.0,590.0,50.0,0,default,DenseRatingRemnantTrial,Info,Great to hear the news.,"[""uncertain"", ""worried"", ""indignant"", ""shocked"", ""confused""]"
{},False,{},226,2023-12-16 00:59:44,False,,,DenseRatingRemnantTrial,210,11,True,210,17,14,DenseRatingRemnant,"{""sentence"": ""Guess what, I just won the lottery, I`m a millionaire now!"", ""tones"": [""appreciative"", ""concerned"", ""urgent"", ""sympathetic"", ""anxious""]}",True,False,,0.0,,"{""sentence"": ""Guess what, I just won the lottery, I`m a millionaire now!"", ""tones"": [""appreciative"", ""concerned"", ""urgent"", ""sympathetic"", ""anxious""], ""answer"": {""appreciative"": ""4"", ""concerned"": ""1"", ""urgent"": ""4"", ""sympathetic"": ""1"", ""anxious"": ""3""}}",True,386.0,,,26.901,590.0,640.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Guess what, I just won the lottery, I`m a millionaire now!","[""appreciative"", ""concerned"", ""urgent"", ""sympathetic"", ""anxious""]"
{},False,{},227,2023-12-16 01:00:13,False,,,DenseRatingRemnantTrial,206,17,True,206,17,14,DenseRatingRemnant,"{""sentence"": ""The calm lake mirrored the serene, starlit sky above us as we softly whispered our dreams under the moonlight."", ""tones"": [""apologetic"", ""frustrated"", ""sympathetic"", ""curious"", ""nostalgic""]}",True,False,,0.0,,"{""sentence"": ""The calm lake mirrored the serene, starlit sky above us as we softly whispered our dreams under the moonlight."", ""tones"": [""apologetic"", ""frustrated"", ""sympathetic"", ""curious"", ""nostalgic""], ""answer"": {""apologetic"": ""1"", ""frustrated"": ""1"", ""sympathetic"": ""1"", ""curious"": ""5"", ""nostalgic"": ""3""}}",True,387.0,,,41.8,640.0,690.0,50.0,0,default,DenseRatingRemnantTrial,Info,"The calm lake mirrored the serene, starlit sky above us as we softly whispered our dreams under the moonlight.","[""apologetic"", ""frustrated"", ""sympathetic"", ""curious"", ""nostalgic""]"
{},False,{},228,2023-12-16 01:01:18,False,,,DenseRatingRemnantTrial,214,27,True,214,17,14,DenseRatingRemnant,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so excited!"", ""tones"": [""shocked"", ""excited"", ""concerned"", ""thankful"", ""friendly""]}",True,False,,0.0,,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so excited!"", ""tones"": [""shocked"", ""excited"", ""concerned"", ""thankful"", ""friendly""], ""answer"": {""shocked"": ""4"", ""excited"": ""5"", ""concerned"": ""1"", ""thankful"": ""4"", ""friendly"": ""3""}}",True,418.0,,,20.782,690.0,740.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I can`t believe we`re going to Disneyland tomorrow, I`m so excited!","[""shocked"", ""excited"", ""concerned"", ""thankful"", ""friendly""]"
{},False,{},229,2023-12-16 01:12:02,False,,,DenseRatingRemnantTrial,171,67,True,171,22,18,DenseRatingRemnant,"{""sentence"": ""I am very sad about the news."", ""tones"": [""surprised"", ""sarcastic"", ""resigned"", ""proud"", ""apologetic""]}",True,False,,0.0,,"{""sentence"": ""I am very sad about the news."", ""tones"": [""surprised"", ""sarcastic"", ""resigned"", ""proud"", ""apologetic""], ""answer"": {""surprised"": ""2"", ""sarcastic"": ""1"", ""resigned"": ""4"", ""proud"": ""1"", ""apologetic"": ""5""}}",True,415.0,,,21.345,140.0,190.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am very sad about the news.,"[""surprised"", ""sarcastic"", ""resigned"", ""proud"", ""apologetic""]"
{},False,{},230,2023-12-16 01:12:24,False,,,DenseRatingRemnantTrial,199,46,True,199,22,18,DenseRatingRemnant,"{""sentence"": ""I was so thankful for your help."", ""tones"": [""defensive"", ""friendly"", ""encouraging"", ""sympathetic"", ""happy""]}",True,False,,0.0,,"{""sentence"": ""I was so thankful for your help."", ""tones"": [""defensive"", ""friendly"", ""encouraging"", ""sympathetic"", ""happy""], ""answer"": {""defensive"": ""1"", ""friendly"": ""5"", ""encouraging"": ""4"", ""sympathetic"": ""4"", ""happy"": ""5""}}",True,423.0,,,21.684,190.0,240.0,50.0,0,default,DenseRatingRemnantTrial,Info,I was so thankful for your help.,"[""defensive"", ""friendly"", ""encouraging"", ""sympathetic"", ""happy""]"
{},False,{},231,2023-12-16 01:12:34,False,,,DenseRatingRemnantTrial,212,1,True,212,17,14,DenseRatingRemnant,"{""sentence"": ""Hey there, how was your weekend, buddy?"", ""tones"": [""relieved"", ""surprised"", ""descriptive"", ""frustrated"", ""proud""]}",True,False,,0.0,,"{""sentence"": ""Hey there, how was your weekend, buddy?"", ""tones"": [""relieved"", ""surprised"", ""descriptive"", ""frustrated"", ""proud""], ""answer"": {""relieved"": ""1"", ""surprised"": ""2"", ""descriptive"": ""1"", ""frustrated"": ""1"", ""proud"": ""3""}}",True,431.0,,,27.525,740.0,790.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Hey there, how was your weekend, buddy?","[""relieved"", ""surprised"", ""descriptive"", ""frustrated"", ""proud""]"
{},False,{},232,2023-12-16 01:12:46,False,,,DenseRatingRemnantTrial,228,28,True,228,22,18,DenseRatingRemnant,"{""sentence"": ""Excuse me, could you please pass the salt?"", ""tones"": [""happy"", ""excited"", ""anxious"", ""admiring"", ""indignant""]}",True,False,,0.0,,"{""sentence"": ""Excuse me, could you please pass the salt?"", ""tones"": [""happy"", ""excited"", ""anxious"", ""admiring"", ""indignant""], ""answer"": {""happy"": ""2"", ""excited"": ""1"", ""anxious"": ""1"", ""admiring"": ""2"", ""indignant"": ""1""}}",True,432.0,,,25.034,240.0,290.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Excuse me, could you please pass the salt?","[""happy"", ""excited"", ""anxious"", ""admiring"", ""indignant""]"
{},False,{},233,2023-12-16 01:13:07,False,,,DenseRatingRemnantTrial,179,52,True,179,23,19,DenseRatingRemnant,"{""sentence"": ""Thankfully, I received the package just in time."", ""tones"": [""uncertain"", ""encouraging"", ""urgent"", ""defensive"", ""pleased""]}",True,False,,0.0,,"{""sentence"": ""Thankfully, I received the package just in time."", ""tones"": [""uncertain"", ""encouraging"", ""urgent"", ""defensive"", ""pleased""], ""answer"": {""uncertain"": ""1"", ""encouraging"": ""1"", ""urgent"": ""3"", ""defensive"": ""2"", ""pleased"": ""4""}}",True,438.0,,,17.711,140.0,190.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Thankfully, I received the package just in time.","[""uncertain"", ""encouraging"", ""urgent"", ""defensive"", ""pleased""]"
{},False,{},234,2023-12-16 01:13:11,False,,,DenseRatingRemnantTrial,168,68,True,168,17,14,DenseRatingRemnant,"{""sentence"": ""Thank you so much for the lovely flowers."", ""tones"": [""defensive"", ""excited"", ""affectionate"", ""anxious"", ""reflective""]}",True,False,,0.0,,"{""sentence"": ""Thank you so much for the lovely flowers."", ""tones"": [""defensive"", ""excited"", ""affectionate"", ""anxious"", ""reflective""], ""answer"": {""defensive"": ""1"", ""excited"": ""4"", ""affectionate"": ""5"", ""anxious"": ""1"", ""reflective"": ""3""}}",True,445.0,,,25.842,790.0,840.0,50.0,0,default,DenseRatingRemnantTrial,Info,Thank you so much for the lovely flowers.,"[""defensive"", ""excited"", ""affectionate"", ""anxious"", ""reflective""]"
