sentence|tone|rater_order|current_rating
I can`t wait to see the movie with you later!|anxious|2|1
I can`t wait to see the movie with you later!|anxious|3|1
I can`t wait to see the movie with you later!|anxious|4|1
I can`t wait to see the movie with you later!|apologetic|0|1
I can`t wait to see the movie with you later!|apologetic|1|1
I can`t wait to see the movie with you later!|apologetic|2|1
I can`t wait to see the movie with you later!|apologetic|3|1
I can`t wait to see the movie with you later!|apologetic|4|1
I can`t wait to see the movie with you later!|appreciative|0|1
I can`t wait to see the movie with you later!|appreciative|1|1
I can`t wait to see the movie with you later!|appreciative|2|1
I can`t wait to see the movie with you later!|appreciative|3|1
I can`t wait to see the movie with you later!|appreciative|4|1
I can`t wait to see the movie with you later!|concerned|0|1
I can`t wait to see the movie with you later!|concerned|1|1
I can`t wait to see the movie with you later!|concerned|2|1
I can`t wait to see the movie with you later!|concerned|3|1
I can`t wait to see the movie with you later!|concerned|4|1
I can`t wait to see the movie with you later!|confused|0|1
I can`t wait to see the movie with you later!|confused|1|1
I can`t wait to see the movie with you later!|confused|2|1
I can`t wait to see the movie with you later!|confused|3|1
I can`t wait to see the movie with you later!|confused|4|1
I can`t wait to see the movie with you later!|curious|0|1
I can`t wait to see the movie with you later!|curious|1|1
I can`t wait to see the movie with you later!|curious|2|1
I can`t wait to see the movie with you later!|curious|3|1
I can`t wait to see the movie with you later!|curious|4|1
I can`t wait to see the movie with you later!|defensive|0|1
I can`t wait to see the movie with you later!|defensive|1|1
I can`t wait to see the movie with you later!|defensive|2|1
I can`t wait to see the movie with you later!|defensive|3|1
I can`t wait to see the movie with you later!|defensive|4|1
I can`t wait to see the movie with you later!|descriptive|0|1
I can`t wait to see the movie with you later!|descriptive|1|1
I can`t wait to see the movie with you later!|descriptive|2|1
I can`t wait to see the movie with you later!|descriptive|3|1
I can`t wait to see the movie with you later!|descriptive|4|1
I can`t wait to see the movie with you later!|desperate|0|1
I can`t wait to see the movie with you later!|desperate|1|1
I can`t wait to see the movie with you later!|desperate|2|1
I can`t wait to see the movie with you later!|desperate|3|1
I can`t wait to see the movie with you later!|desperate|4|1
I can`t wait to see the movie with you later!|disappointed|0|1
I can`t wait to see the movie with you later!|disappointed|1|1
I can`t wait to see the movie with you later!|disappointed|2|1
I can`t wait to see the movie with you later!|disappointed|3|1
I can`t wait to see the movie with you later!|disappointed|4|1
I can`t wait to see the movie with you later!|encouraging|0|1
I can`t wait to see the movie with you later!|encouraging|1|2
I can`t wait to see the movie with you later!|encouraging|2|2
I can`t wait to see the movie with you later!|encouraging|3|2
I can`t wait to see the movie with you later!|encouraging|4|1
I can`t wait to see the movie with you later!|excited|0|5
I can`t wait to see the movie with you later!|excited|1|5
I can`t wait to see the movie with you later!|excited|2|5
I can`t wait to see the movie with you later!|excited|3|5
I can`t wait to see the movie with you later!|excited|4|5
I can`t wait to see the movie with you later!|friendly|0|5
I can`t wait to see the movie with you later!|friendly|1|5
I can`t wait to see the movie with you later!|friendly|2|5
I can`t wait to see the movie with you later!|friendly|3|5
I can`t wait to see the movie with you later!|friendly|4|5
I can`t wait to see the movie with you later!|frustrated|0|1
I can`t wait to see the movie with you later!|frustrated|1|1
I can`t wait to see the movie with you later!|frustrated|2|1
I can`t wait to see the movie with you later!|frustrated|3|1
I can`t wait to see the movie with you later!|frustrated|4|1
I can`t wait to see the movie with you later!|grateful|0|1
I can`t wait to see the movie with you later!|grateful|1|1
I can`t wait to see the movie with you later!|grateful|2|1
I can`t wait to see the movie with you later!|grateful|3|1
I can`t wait to see the movie with you later!|grateful|4|1
I can`t wait to see the movie with you later!|happy|0|5
I can`t wait to see the movie with you later!|happy|1|5
I can`t wait to see the movie with you later!|happy|2|5
I can`t wait to see the movie with you later!|happy|3|5
I can`t wait to see the movie with you later!|happy|4|5
I can`t wait to see the movie with you later!|indignant|0|1
I can`t wait to see the movie with you later!|indignant|1|1
I can`t wait to see the movie with you later!|indignant|2|1
I can`t wait to see the movie with you later!|indignant|3|1
I can`t wait to see the movie with you later!|indignant|4|1
I can`t wait to see the movie with you later!|irritated|0|1
I can`t wait to see the movie with you later!|irritated|1|1
I can`t wait to see the movie with you later!|irritated|2|1
I can`t wait to see the movie with you later!|irritated|3|1
I can`t wait to see the movie with you later!|irritated|4|1
I can`t wait to see the movie with you later!|joyful|0|5
I can`t wait to see the movie with you later!|joyful|1|5
I can`t wait to see the movie with you later!|joyful|2|5
I can`t wait to see the movie with you later!|joyful|3|5
I can`t wait to see the movie with you later!|joyful|4|5
I can`t wait to see the movie with you later!|nostalgic|0|1
I can`t wait to see the movie with you later!|nostalgic|1|1
I can`t wait to see the movie with you later!|nostalgic|2|1
I can`t wait to see the movie with you later!|nostalgic|3|1
I can`t wait to see the movie with you later!|nostalgic|4|1
I can`t wait to see the movie with you later!|pleased|0|5
I can`t wait to see the movie with you later!|pleased|1|5
I can`t wait to see the movie with you later!|pleased|2|5
I can`t wait to see the movie with you later!|pleased|3|5
I can`t wait to see the movie with you later!|pleased|4|5
I can`t wait to see the movie with you later!|proud|0|1
I can`t wait to see the movie with you later!|proud|1|1
I can`t wait to see the movie with you later!|proud|2|1
I can`t wait to see the movie with you later!|proud|3|1
I can`t wait to see the movie with you later!|proud|4|1
I can`t wait to see the movie with you later!|reassuring|0|1
I can`t wait to see the movie with you later!|reassuring|1|1
I can`t wait to see the movie with you later!|reassuring|2|1
I can`t wait to see the movie with you later!|reassuring|3|1
I can`t wait to see the movie with you later!|reassuring|4|1
I can`t wait to see the movie with you later!|reflective|0|1
I can`t wait to see the movie with you later!|reflective|1|1
I can`t wait to see the movie with you later!|reflective|2|1
I can`t wait to see the movie with you later!|reflective|3|1
I can`t wait to see the movie with you later!|reflective|4|1
I can`t wait to see the movie with you later!|relieved|0|1
I can`t wait to see the movie with you later!|relieved|1|1
I can`t wait to see the movie with you later!|relieved|2|1
I can`t wait to see the movie with you later!|relieved|3|1
I can`t wait to see the movie with you later!|relieved|4|1
I can`t wait to see the movie with you later!|resigned|0|1
I can`t wait to see the movie with you later!|resigned|1|1
I can`t wait to see the movie with you later!|resigned|2|1
I can`t wait to see the movie with you later!|resigned|3|1
I can`t wait to see the movie with you later!|resigned|4|1
I can`t wait to see the movie with you later!|sad|0|1
I can`t wait to see the movie with you later!|sad|1|1
I can`t wait to see the movie with you later!|sad|2|1
I can`t wait to see the movie with you later!|sad|3|1
I can`t wait to see the movie with you later!|sad|4|1
I can`t wait to see the movie with you later!|sarcastic|0|1
I can`t wait to see the movie with you later!|sarcastic|1|1
I can`t wait to see the movie with you later!|sarcastic|2|1
I can`t wait to see the movie with you later!|sarcastic|3|1
I can`t wait to see the movie with you later!|sarcastic|4|1
I can`t wait to see the movie with you later!|shocked|0|1
I can`t wait to see the movie with you later!|shocked|1|1
I can`t wait to see the movie with you later!|shocked|2|1
I can`t wait to see the movie with you later!|shocked|3|1
I can`t wait to see the movie with you later!|shocked|4|1
I can`t wait to see the movie with you later!|skeptical|0|1
I can`t wait to see the movie with you later!|skeptical|1|1
I can`t wait to see the movie with you later!|skeptical|2|1
I can`t wait to see the movie with you later!|skeptical|3|1
I can`t wait to see the movie with you later!|skeptical|4|1
I can`t wait to see the movie with you later!|surprised|0|1
I can`t wait to see the movie with you later!|surprised|1|1
I can`t wait to see the movie with you later!|surprised|2|1
I can`t wait to see the movie with you later!|surprised|3|1
I can`t wait to see the movie with you later!|surprised|4|1
I can`t wait to see the movie with you later!|sympathetic|0|1
I can`t wait to see the movie with you later!|sympathetic|1|1
I can`t wait to see the movie with you later!|sympathetic|2|1
I can`t wait to see the movie with you later!|sympathetic|3|1
I can`t wait to see the movie with you later!|sympathetic|4|1
I can`t wait to see the movie with you later!|thankful|0|1
I can`t wait to see the movie with you later!|thankful|1|1
I can`t wait to see the movie with you later!|thankful|2|1
I can`t wait to see the movie with you later!|thankful|3|1
I can`t wait to see the movie with you later!|thankful|4|1
I can`t wait to see the movie with you later!|uncertain|0|1
I can`t wait to see the movie with you later!|uncertain|1|1
I can`t wait to see the movie with you later!|uncertain|2|1
I can`t wait to see the movie with you later!|uncertain|3|1
I can`t wait to see the movie with you later!|uncertain|4|1
I can`t wait to see the movie with you later!|urgent|0|2
I can`t wait to see the movie with you later!|urgent|1|1
I can`t wait to see the movie with you later!|urgent|2|1
I can`t wait to see the movie with you later!|urgent|3|2
I can`t wait to see the movie with you later!|urgent|4|2
I can`t wait to see the movie with you later!|worried|0|1
I can`t wait to see the movie with you later!|worried|1|1
I can`t wait to see the movie with you later!|worried|2|1
I can`t wait to see the movie with you later!|worried|3|1
I can`t wait to see the movie with you later!|worried|4|1
I cannot believe I did so well in my exams.|admiring|0|1
I cannot believe I did so well in my exams.|admiring|1|1
I cannot believe I did so well in my exams.|admiring|2|1
I cannot believe I did so well in my exams.|admiring|3|1
I cannot believe I did so well in my exams.|admiring|4|1
I cannot believe I did so well in my exams.|affectionate|0|1
I cannot believe I did so well in my exams.|affectionate|1|1
I cannot believe I did so well in my exams.|affectionate|2|1
I cannot believe I did so well in my exams.|affectionate|3|1
I cannot believe I did so well in my exams.|affectionate|4|1
I cannot believe I did so well in my exams.|angry|0|1
I cannot believe I did so well in my exams.|angry|1|1
I cannot believe I did so well in my exams.|angry|2|1
I cannot believe I did so well in my exams.|angry|3|1
I cannot believe I did so well in my exams.|angry|4|1
I cannot believe I did so well in my exams.|annoyed|0|1
I cannot believe I did so well in my exams.|annoyed|1|1
I cannot believe I did so well in my exams.|annoyed|2|1
I cannot believe I did so well in my exams.|annoyed|3|1
I cannot believe I did so well in my exams.|annoyed|4|1
I cannot believe I did so well in my exams.|anxious|0|1
I cannot believe I did so well in my exams.|anxious|1|1
I cannot believe I did so well in my exams.|anxious|2|1
I cannot believe I did so well in my exams.|anxious|3|1
I cannot believe I did so well in my exams.|anxious|4|1
I cannot believe I did so well in my exams.|apologetic|0|1
I cannot believe I did so well in my exams.|apologetic|1|1
I cannot believe I did so well in my exams.|apologetic|2|1
I cannot believe I did so well in my exams.|apologetic|3|1
I cannot believe I did so well in my exams.|apologetic|4|1
I cannot believe I did so well in my exams.|appreciative|0|1
I cannot believe I did so well in my exams.|appreciative|1|1
I cannot believe I did so well in my exams.|appreciative|2|1
I cannot believe I did so well in my exams.|appreciative|3|1
I cannot believe I did so well in my exams.|appreciative|4|1
I cannot believe I did so well in my exams.|concerned|0|1
I cannot believe I did so well in my exams.|concerned|1|1
I cannot believe I did so well in my exams.|concerned|2|1
I cannot believe I did so well in my exams.|concerned|3|1
I cannot believe I did so well in my exams.|concerned|4|1
I cannot believe I did so well in my exams.|confused|0|1
I cannot believe I did so well in my exams.|confused|1|1
I cannot believe I did so well in my exams.|confused|2|1
I cannot believe I did so well in my exams.|confused|3|1
I cannot believe I did so well in my exams.|confused|4|1
I cannot believe I did so well in my exams.|curious|0|1
I cannot believe I did so well in my exams.|curious|1|1
I cannot believe I did so well in my exams.|curious|2|1
I cannot believe I did so well in my exams.|curious|3|1
I cannot believe I did so well in my exams.|curious|4|1
I cannot believe I did so well in my exams.|defensive|0|1
I cannot believe I did so well in my exams.|defensive|1|1
I cannot believe I did so well in my exams.|defensive|2|1
I cannot believe I did so well in my exams.|defensive|3|1
I cannot believe I did so well in my exams.|defensive|4|1
I cannot believe I did so well in my exams.|descriptive|0|1
I cannot believe I did so well in my exams.|descriptive|1|1
I cannot believe I did so well in my exams.|descriptive|2|1
I cannot believe I did so well in my exams.|descriptive|3|1
I cannot believe I did so well in my exams.|descriptive|4|1
I cannot believe I did so well in my exams.|desperate|0|1
I cannot believe I did so well in my exams.|desperate|1|1
I cannot believe I did so well in my exams.|desperate|2|1
I cannot believe I did so well in my exams.|desperate|3|1
I cannot believe I did so well in my exams.|desperate|4|1
I cannot believe I did so well in my exams.|disappointed|0|1
I cannot believe I did so well in my exams.|disappointed|1|1
I cannot believe I did so well in my exams.|disappointed|2|1
I cannot believe I did so well in my exams.|disappointed|3|1
I cannot believe I did so well in my exams.|disappointed|4|1
I cannot believe I did so well in my exams.|encouraging|0|1
I cannot believe I did so well in my exams.|encouraging|1|1
I cannot believe I did so well in my exams.|encouraging|2|1
I cannot believe I did so well in my exams.|encouraging|3|1
I cannot believe I did so well in my exams.|encouraging|4|1
I cannot believe I did so well in my exams.|excited|0|4
I cannot believe I did so well in my exams.|excited|1|4
I cannot believe I did so well in my exams.|excited|2|4
I cannot believe I did so well in my exams.|excited|3|3
I cannot believe I did so well in my exams.|excited|4|4
I cannot believe I did so well in my exams.|friendly|0|1
I cannot believe I did so well in my exams.|friendly|1|1
I cannot believe I did so well in my exams.|friendly|2|1
I cannot believe I did so well in my exams.|friendly|3|1
I cannot believe I did so well in my exams.|friendly|4|1
I cannot believe I did so well in my exams.|frustrated|0|1
I cannot believe I did so well in my exams.|frustrated|1|1
I cannot believe I did so well in my exams.|frustrated|2|1
I cannot believe I did so well in my exams.|frustrated|3|1
I cannot believe I did so well in my exams.|frustrated|4|1
I cannot believe I did so well in my exams.|grateful|0|1
I cannot believe I did so well in my exams.|grateful|1|2
I cannot believe I did so well in my exams.|grateful|2|1
I cannot believe I did so well in my exams.|grateful|3|1
I cannot believe I did so well in my exams.|grateful|4|1
I cannot believe I did so well in my exams.|happy|0|4
I cannot believe I did so well in my exams.|happy|1|4
I cannot believe I did so well in my exams.|happy|2|4
I cannot believe I did so well in my exams.|happy|3|5
I cannot believe I did so well in my exams.|happy|4|4
I cannot believe I did so well in my exams.|indignant|0|1
I cannot believe I did so well in my exams.|indignant|1|1
I cannot believe I did so well in my exams.|indignant|2|1
I cannot believe I did so well in my exams.|indignant|3|1
I cannot believe I did so well in my exams.|indignant|4|1
I cannot believe I did so well in my exams.|irritated|0|1
I cannot believe I did so well in my exams.|irritated|1|1
I cannot believe I did so well in my exams.|irritated|2|1
I cannot believe I did so well in my exams.|irritated|3|1
I cannot believe I did so well in my exams.|irritated|4|1
I cannot believe I did so well in my exams.|joyful|0|4
I cannot believe I did so well in my exams.|joyful|1|4
I cannot believe I did so well in my exams.|joyful|2|3.5
I cannot believe I did so well in my exams.|joyful|3|4
I cannot believe I did so well in my exams.|joyful|4|4
I cannot believe I did so well in my exams.|nostalgic|0|1
I cannot believe I did so well in my exams.|nostalgic|1|1
I cannot believe I did so well in my exams.|nostalgic|2|1
I cannot believe I did so well in my exams.|nostalgic|3|1
I cannot believe I did so well in my exams.|nostalgic|4|1
I cannot believe I did so well in my exams.|pleased|0|5
I cannot believe I did so well in my exams.|pleased|1|5
I cannot believe I did so well in my exams.|pleased|2|3
I cannot believe I did so well in my exams.|pleased|3|5
I cannot believe I did so well in my exams.|pleased|4|4
I cannot believe I did so well in my exams.|proud|0|3
I cannot believe I did so well in my exams.|proud|1|3
I cannot believe I did so well in my exams.|proud|2|2
I cannot believe I did so well in my exams.|proud|3|4
I cannot believe I did so well in my exams.|proud|4|3
I cannot believe I did so well in my exams.|reassuring|0|1
I cannot believe I did so well in my exams.|reassuring|1|1
I cannot believe I did so well in my exams.|reassuring|2|1
I cannot believe I did so well in my exams.|reassuring|3|1
I cannot believe I did so well in my exams.|reassuring|4|1
I cannot believe I did so well in my exams.|reflective|0|1
I cannot believe I did so well in my exams.|reflective|1|2
I cannot believe I did so well in my exams.|reflective|2|1
I cannot believe I did so well in my exams.|reflective|3|1
I cannot believe I did so well in my exams.|reflective|4|1
I cannot believe I did so well in my exams.|relieved|0|3
I cannot believe I did so well in my exams.|relieved|1|3.5
I cannot believe I did so well in my exams.|relieved|2|4
I cannot believe I did so well in my exams.|relieved|3|3
I cannot believe I did so well in my exams.|relieved|4|3
I cannot believe I did so well in my exams.|resigned|0|1
I cannot believe I did so well in my exams.|resigned|1|1
I cannot believe I did so well in my exams.|resigned|2|1
I cannot believe I did so well in my exams.|resigned|3|1
I cannot believe I did so well in my exams.|resigned|4|1
I cannot believe I did so well in my exams.|sad|0|1
I cannot believe I did so well in my exams.|sad|1|1
I cannot believe I did so well in my exams.|sad|2|1
I cannot believe I did so well in my exams.|sad|3|1
I cannot believe I did so well in my exams.|sad|4|1
I cannot believe I did so well in my exams.|sarcastic|0|1
I cannot believe I did so well in my exams.|sarcastic|1|1
I cannot believe I did so well in my exams.|sarcastic|2|1
I cannot believe I did so well in my exams.|sarcastic|3|1
I cannot believe I did so well in my exams.|sarcastic|4|1
I cannot believe I did so well in my exams.|shocked|0|4
I cannot believe I did so well in my exams.|shocked|1|4
I cannot believe I did so well in my exams.|shocked|2|4
I cannot believe I did so well in my exams.|shocked|3|4
I cannot believe I did so well in my exams.|shocked|4|4
I cannot believe I did so well in my exams.|skeptical|0|2
I cannot believe I did so well in my exams.|skeptical|1|1
I cannot believe I did so well in my exams.|skeptical|2|3
I cannot believe I did so well in my exams.|skeptical|3|1
I cannot believe I did so well in my exams.|skeptical|4|1
I cannot believe I did so well in my exams.|surprised|0|5
I cannot believe I did so well in my exams.|surprised|1|4
I cannot believe I did so well in my exams.|surprised|2|5
I cannot believe I did so well in my exams.|surprised|3|4
I cannot believe I did so well in my exams.|surprised|4|5
I cannot believe I did so well in my exams.|sympathetic|0|1
I cannot believe I did so well in my exams.|sympathetic|1|1
I cannot believe I did so well in my exams.|sympathetic|2|1
I cannot believe I did so well in my exams.|sympathetic|3|1
I cannot believe I did so well in my exams.|sympathetic|4|1
I cannot believe I did so well in my exams.|thankful|0|1
I cannot believe I did so well in my exams.|thankful|1|1
I cannot believe I did so well in my exams.|thankful|2|1
I cannot believe I did so well in my exams.|thankful|3|1
I cannot believe I did so well in my exams.|thankful|4|1
I cannot believe I did so well in my exams.|uncertain|0|1
I cannot believe I did so well in my exams.|uncertain|1|2
I cannot believe I did so well in my exams.|uncertain|2|1
I cannot believe I did so well in my exams.|uncertain|3|1
I cannot believe I did so well in my exams.|uncertain|4|1
I cannot believe I did so well in my exams.|urgent|0|1
I cannot believe I did so well in my exams.|urgent|1|1
I cannot believe I did so well in my exams.|urgent|2|1
I cannot believe I did so well in my exams.|urgent|3|1
I cannot believe I did so well in my exams.|urgent|4|1
I cannot believe I did so well in my exams.|worried|0|1
I cannot believe I did so well in my exams.|worried|1|1
I cannot believe I did so well in my exams.|worried|2|1
I cannot believe I did so well in my exams.|worried|3|1
I cannot believe I did so well in my exams.|worried|4|1
I cannot wait to open my birthday present.|admiring|0|1
I cannot wait to open my birthday present.|admiring|1|1
I cannot wait to open my birthday present.|admiring|2|1
I cannot wait to open my birthday present.|admiring|3|1
I cannot wait to open my birthday present.|admiring|4|1
I cannot wait to open my birthday present.|affectionate|0|1
I cannot wait to open my birthday present.|affectionate|1|1
I cannot wait to open my birthday present.|affectionate|2|1
I cannot wait to open my birthday present.|affectionate|3|1
I cannot wait to open my birthday present.|affectionate|4|1
I cannot wait to open my birthday present.|angry|0|1
I cannot wait to open my birthday present.|angry|1|1
I cannot wait to open my birthday present.|angry|2|1
I cannot wait to open my birthday present.|angry|3|1
I cannot wait to open my birthday present.|angry|4|1
I cannot wait to open my birthday present.|annoyed|0|1
I cannot wait to open my birthday present.|annoyed|1|1
I cannot wait to open my birthday present.|annoyed|2|1
I cannot wait to open my birthday present.|annoyed|3|1
I cannot wait to open my birthday present.|annoyed|4|1
I cannot wait to open my birthday present.|anxious|0|1
I cannot wait to open my birthday present.|anxious|1|1
I cannot wait to open my birthday present.|anxious|2|1
I cannot wait to open my birthday present.|anxious|3|1
I cannot wait to open my birthday present.|anxious|4|1
I cannot wait to open my birthday present.|apologetic|0|1
I cannot wait to open my birthday present.|apologetic|1|1
I cannot wait to open my birthday present.|apologetic|2|1
I cannot wait to open my birthday present.|apologetic|3|1
I cannot wait to open my birthday present.|apologetic|4|1
I cannot wait to open my birthday present.|appreciative|0|1
I cannot wait to open my birthday present.|appreciative|1|2
I cannot wait to open my birthday present.|appreciative|2|1
I cannot wait to open my birthday present.|appreciative|3|1
I cannot wait to open my birthday present.|appreciative|4|2
I cannot wait to open my birthday present.|concerned|0|1
I cannot wait to open my birthday present.|concerned|1|1
I cannot wait to open my birthday present.|concerned|2|1
I cannot wait to open my birthday present.|concerned|3|1
I cannot wait to open my birthday present.|concerned|4|1
I cannot wait to open my birthday present.|confused|0|1
I cannot wait to open my birthday present.|confused|1|1
I cannot wait to open my birthday present.|confused|2|1
I cannot wait to open my birthday present.|confused|3|1
I cannot wait to open my birthday present.|confused|4|1
I cannot wait to open my birthday present.|curious|0|2
I cannot wait to open my birthday present.|curious|1|2
I cannot wait to open my birthday present.|curious|2|2
I cannot wait to open my birthday present.|curious|3|2
I cannot wait to open my birthday present.|curious|4|2
I cannot wait to open my birthday present.|defensive|0|1
I cannot wait to open my birthday present.|defensive|1|1
I cannot wait to open my birthday present.|defensive|2|1
I cannot wait to open my birthday present.|defensive|3|1
I cannot wait to open my birthday present.|defensive|4|1
I cannot wait to open my birthday present.|descriptive|0|1
I cannot wait to open my birthday present.|descriptive|1|1
I cannot wait to open my birthday present.|descriptive|2|1
I cannot wait to open my birthday present.|descriptive|3|1
I cannot wait to open my birthday present.|descriptive|4|1
I cannot wait to open my birthday present.|desperate|0|1
I cannot wait to open my birthday present.|desperate|1|1
I cannot wait to open my birthday present.|desperate|2|1
I cannot wait to open my birthday present.|desperate|3|1
I cannot wait to open my birthday present.|desperate|4|1
I cannot wait to open my birthday present.|disappointed|0|1
I cannot wait to open my birthday present.|disappointed|1|1
I cannot wait to open my birthday present.|disappointed|2|1
I cannot wait to open my birthday present.|disappointed|3|1
I cannot wait to open my birthday present.|disappointed|4|1
I cannot wait to open my birthday present.|encouraging|0|1
I cannot wait to open my birthday present.|encouraging|1|1
I cannot wait to open my birthday present.|encouraging|2|1
I cannot wait to open my birthday present.|encouraging|3|1
I cannot wait to open my birthday present.|encouraging|4|1
I cannot wait to open my birthday present.|excited|0|5
I cannot wait to open my birthday present.|excited|1|4
I cannot wait to open my birthday present.|excited|2|5
I cannot wait to open my birthday present.|excited|3|5
I cannot wait to open my birthday present.|excited|4|4
I cannot wait to open my birthday present.|friendly|0|2
I cannot wait to open my birthday present.|friendly|1|2
I cannot wait to open my birthday present.|friendly|2|2
I cannot wait to open my birthday present.|friendly|3|2
I cannot wait to open my birthday present.|friendly|4|2
I cannot wait to open my birthday present.|frustrated|0|1
I cannot wait to open my birthday present.|frustrated|1|1
I cannot wait to open my birthday present.|frustrated|2|1
I cannot wait to open my birthday present.|frustrated|3|1
I cannot wait to open my birthday present.|frustrated|4|1
I cannot wait to open my birthday present.|grateful|0|1
I cannot wait to open my birthday present.|grateful|1|1
I cannot wait to open my birthday present.|grateful|2|1
I cannot wait to open my birthday present.|grateful|3|1
I cannot wait to open my birthday present.|grateful|4|1
I cannot wait to open my birthday present.|happy|0|5
I cannot wait to open my birthday present.|happy|1|5
I cannot wait to open my birthday present.|happy|2|5
I cannot wait to open my birthday present.|happy|3|5
I cannot wait to open my birthday present.|happy|4|5
I cannot wait to open my birthday present.|indignant|0|1
I cannot wait to open my birthday present.|indignant|1|1
I cannot wait to open my birthday present.|indignant|2|1
I cannot wait to open my birthday present.|indignant|3|1
I cannot wait to open my birthday present.|indignant|4|1
I cannot wait to open my birthday present.|irritated|0|1
I cannot wait to open my birthday present.|irritated|1|1
I cannot wait to open my birthday present.|irritated|2|1
I cannot wait to open my birthday present.|irritated|3|1
I cannot wait to open my birthday present.|irritated|4|1
I cannot wait to open my birthday present.|joyful|0|5
I cannot wait to open my birthday present.|joyful|1|5
I cannot wait to open my birthday present.|joyful|2|5
I cannot wait to open my birthday present.|joyful|3|5
I cannot wait to open my birthday present.|joyful|4|5
I cannot wait to open my birthday present.|nostalgic|0|1
I cannot wait to open my birthday present.|nostalgic|1|1
I cannot wait to open my birthday present.|nostalgic|2|1
I cannot wait to open my birthday present.|nostalgic|3|1
I cannot wait to open my birthday present.|nostalgic|4|1
I cannot wait to open my birthday present.|pleased|0|4
I cannot wait to open my birthday present.|pleased|1|5
I cannot wait to open my birthday present.|pleased|2|5
I cannot wait to open my birthday present.|pleased|3|4
I cannot wait to open my birthday present.|pleased|4|4
I cannot wait to open my birthday present.|proud|0|1
I cannot wait to open my birthday present.|proud|1|1
I cannot wait to open my birthday present.|proud|2|1
I cannot wait to open my birthday present.|proud|3|1
I cannot wait to open my birthday present.|proud|4|1
I cannot wait to open my birthday present.|reassuring|0|1
I cannot wait to open my birthday present.|reassuring|1|1
I cannot wait to open my birthday present.|reassuring|2|1
I cannot wait to open my birthday present.|reassuring|3|1
I cannot wait to open my birthday present.|reassuring|4|1
I cannot wait to open my birthday present.|reflective|0|1
I cannot wait to open my birthday present.|reflective|1|1
I cannot wait to open my birthday present.|reflective|2|1
I cannot wait to open my birthday present.|reflective|3|1
I cannot wait to open my birthday present.|reflective|4|1
I cannot wait to open my birthday present.|relieved|0|1
I cannot wait to open my birthday present.|relieved|1|1
I cannot wait to open my birthday present.|relieved|2|1
I cannot wait to open my birthday present.|relieved|3|1
I cannot wait to open my birthday present.|relieved|4|1
I cannot wait to open my birthday present.|resigned|0|1
I cannot wait to open my birthday present.|resigned|1|1
I cannot wait to open my birthday present.|resigned|2|1
I cannot wait to open my birthday present.|resigned|3|1
I cannot wait to open my birthday present.|resigned|4|1
I cannot wait to open my birthday present.|sad|0|1
I cannot wait to open my birthday present.|sad|1|1
I cannot wait to open my birthday present.|sad|2|1
I cannot wait to open my birthday present.|sad|3|1
I cannot wait to open my birthday present.|sad|4|1
I cannot wait to open my birthday present.|sarcastic|0|1
I cannot wait to open my birthday present.|sarcastic|1|1
I cannot wait to open my birthday present.|sarcastic|2|1
I cannot wait to open my birthday present.|sarcastic|3|1
I cannot wait to open my birthday present.|sarcastic|4|1
I cannot wait to open my birthday present.|shocked|0|1
I cannot wait to open my birthday present.|shocked|1|1
I cannot wait to open my birthday present.|shocked|2|1
I cannot wait to open my birthday present.|shocked|3|1
I cannot wait to open my birthday present.|shocked|4|1
I cannot wait to open my birthday present.|skeptical|0|1
I cannot wait to open my birthday present.|skeptical|1|1
I cannot wait to open my birthday present.|skeptical|2|1
I cannot wait to open my birthday present.|skeptical|3|1
I cannot wait to open my birthday present.|skeptical|4|1
I cannot wait to open my birthday present.|surprised|0|1
I cannot wait to open my birthday present.|surprised|1|1
I cannot wait to open my birthday present.|surprised|2|1
I cannot wait to open my birthday present.|surprised|3|1
I cannot wait to open my birthday present.|surprised|4|1
I cannot wait to open my birthday present.|sympathetic|0|1
I cannot wait to open my birthday present.|sympathetic|1|1
I cannot wait to open my birthday present.|sympathetic|2|1
I cannot wait to open my birthday present.|sympathetic|3|1
I cannot wait to open my birthday present.|sympathetic|4|1
I cannot wait to open my birthday present.|thankful|0|1
I cannot wait to open my birthday present.|thankful|1|1
I cannot wait to open my birthday present.|thankful|2|1
I cannot wait to open my birthday present.|thankful|3|1
I cannot wait to open my birthday present.|thankful|4|1
I cannot wait to open my birthday present.|uncertain|0|1
I cannot wait to open my birthday present.|uncertain|1|1
I cannot wait to open my birthday present.|uncertain|2|1
I cannot wait to open my birthday present.|uncertain|3|1
I cannot wait to open my birthday present.|uncertain|4|1
I cannot wait to open my birthday present.|urgent|0|1
I cannot wait to open my birthday present.|urgent|1|1
I cannot wait to open my birthday present.|urgent|2|1
I cannot wait to open my birthday present.|urgent|3|1
I cannot wait to open my birthday present.|urgent|4|2
I cannot wait to open my birthday present.|worried|0|1
I cannot wait to open my birthday present.|worried|1|1
I cannot wait to open my birthday present.|worried|2|1
I cannot wait to open my birthday present.|worried|3|1
I cannot wait to open my birthday present.|worried|4|1
I could not have done the decorating without your help.|admiring|0|1
I could not have done the decorating without your help.|admiring|1|1
I could not have done the decorating without your help.|admiring|2|1
I could not have done the decorating without your help.|admiring|3|2
I could not have done the decorating without your help.|admiring|4|1
I could not have done the decorating without your help.|affectionate|0|2
I could not have done the decorating without your help.|affectionate|1|3
