awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,network_id,participant_id,trial_maker_id,module_id,_on_create_called,_on_deploy_called,ready_for_trials,key,degree,child_id,parent_id,seed,definition,context,participant_group,block,propagate_failure,n_viable_trials,class,object_type
False,{},548,2023-08-04 10:36:09,False,,,SRENode,83,,SRE_chain,SRE_chain,True,True,True,,6,605.0,381.0,"{""previous_sample"": {""obtained_response"": ""impressed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""impressed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},549,2023-08-04 10:36:09,False,,,SRENode,43,,SRE_chain,SRE_chain,True,True,True,,6,752.0,487.0,"{""previous_sample"": {""obtained_response"": ""Thank you so much for your card, it picked me up on a terrible day for me."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Thank you so much for your card, it picked me up on a terrible day for me."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},550,2023-08-04 10:36:09,False,,,SRENode,85,,SRE_chain,SRE_chain,True,True,True,,4,578.0,468.0,"{""previous_sample"": {""obtained_response"": ""proactive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""proactive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},551,2023-08-04 10:36:12,False,,,SRENode,39,,SRE_chain,SRE_chain,True,True,True,,9,628.0,489.0,"{""previous_sample"": {""obtained_response"": ""worried"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""worried"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},552,2023-08-04 10:36:17,False,,,SRENode,87,,SRE_chain,SRE_chain,True,True,True,,4,601.0,348.0,"{""previous_sample"": {""obtained_response"": ""decisive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""decisive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},553,2023-08-04 10:36:22,False,,,SRENode,3,,SRE_chain,SRE_chain,True,True,True,,6,705.0,455.0,"{""previous_sample"": {""obtained_response"": ""My boyfriend will be here in under an hour!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""My boyfriend will be here in under an hour!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},554,2023-08-04 10:36:23,False,,,SRENode,21,,SRE_chain,SRE_chain,True,True,True,,4,643.0,275.0,"{""previous_sample"": {""obtained_response"": ""The meal was exceptionally fantastic."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""The meal was exceptionally fantastic."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},555,2023-08-04 10:36:29,False,,,SRENode,88,,SRE_chain,SRE_chain,True,True,True,,9,596.0,527.0,"{""previous_sample"": {""obtained_response"": ""I cannot believe he would do such a thing!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I cannot believe he would do such a thing!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},556,2023-08-04 10:36:30,False,,,SRENode,28,,SRE_chain,SRE_chain,True,True,True,,6,737.0,522.0,"{""previous_sample"": {""obtained_response"": ""I am shocked beyond belief."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I am shocked beyond belief."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},557,2023-08-04 10:36:32,False,,,SRENode,14,,SRE_chain,SRE_chain,True,True,True,,4,611.0,505.0,"{""previous_sample"": {""obtained_response"": ""I just couldn`t believe the service we received yesterday after all the money we had spent in their establishment."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I just couldn`t believe the service we received yesterday after all the money we had spent in their establishment."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},558,2023-08-04 10:36:33,False,,,SRENode,84,,SRE_chain,SRE_chain,True,True,True,,7,573.0,535.0,"{""previous_sample"": {""obtained_response"": ""Thank you very much for your help!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Thank you very much for your help!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},559,2023-08-04 10:36:34,False,,,SRENode,53,,SRE_chain,SRE_chain,True,True,True,,5,590.0,494.0,"{""previous_sample"": {""obtained_response"": ""Why should I do this when others don`t."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Why should I do this when others don`t."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},560,2023-08-04 10:36:35,False,,,SRENode,5,,SRE_chain,SRE_chain,True,True,True,,6,910.0,546.0,"{""previous_sample"": {""obtained_response"": ""You must do as you are told it is in the contract."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""You must do as you are told it is in the contract."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},561,2023-08-04 10:36:47,False,,,SRENode,51,,SRE_chain,SRE_chain,True,True,True,,9,641.0,500.0,"{""previous_sample"": {""obtained_response"": ""The interviewer smiled at me at the end of the interview - I felt positive, and seemingly, she did too."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""The interviewer smiled at me at the end of the interview - I felt positive, and seemingly, she did too."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},562,2023-08-04 10:36:52,False,,,SRENode,35,,SRE_chain,SRE_chain,True,True,True,,6,639.0,449.0,"{""previous_sample"": {""obtained_response"": ""I`m so thrilled I passed my exam!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I`m so thrilled I passed my exam!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},563,2023-08-04 10:36:55,False,,,SRENode,62,,SRE_chain,SRE_chain,True,True,True,,7,629.0,478.0,"{""previous_sample"": {""obtained_response"": ""I was certain that my son would pass his driving test."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I was certain that my son would pass his driving test."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},564,2023-08-04 10:36:57,False,,,SRENode,92,,SRE_chain,SRE_chain,True,True,True,,7,599.0,510.0,"{""previous_sample"": {""obtained_response"": ""I am so grateful for your help today."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I am so grateful for your help today."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},565,2023-08-04 10:36:59,False,,,SRENode,77,,SRE_chain,SRE_chain,True,True,True,,7,738.0,528.0,"{""previous_sample"": {""obtained_response"": ""Please make yourself at home and help yourself to anything at all!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Please make yourself at home and help yourself to anything at all!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},566,2023-08-04 10:37:10,False,,,SRENode,46,,SRE_chain,SRE_chain,True,True,True,,5,607.0,411.0,"{""previous_sample"": {""obtained_response"": ""regretful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""regretful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},567,2023-08-04 10:37:11,False,,,SRENode,30,,SRE_chain,SRE_chain,True,True,True,,6,633.0,533.0,"{""previous_sample"": {""obtained_response"": ""I notice the leaves have started to almost change color, so autumn must be close at hand."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I notice the leaves have started to almost change color, so autumn must be close at hand."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},568,2023-08-04 10:37:12,False,,,SRENode,54,,SRE_chain,SRE_chain,True,True,True,,7,678.0,503.0,"{""previous_sample"": {""obtained_response"": ""We can go if you want to."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""We can go if you want to."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},569,2023-08-04 10:37:14,False,,,SRENode,25,,SRE_chain,SRE_chain,True,True,True,,4,694.0,343.0,"{""previous_sample"": {""obtained_response"": ""I look at her and wonder what life is like for her trying to balance so many worries."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I look at her and wonder what life is like for her trying to balance so many worries."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},570,2023-08-04 10:37:15,False,,,SRENode,16,,SRE_chain,SRE_chain,True,True,True,,5,721.0,497.0,"{""previous_sample"": {""obtained_response"": ""satisfied"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""satisfied"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},571,2023-08-04 10:37:17,False,,,SRENode,82,,SRE_chain,SRE_chain,True,True,True,,7,654.0,537.0,"{""previous_sample"": {""obtained_response"": ""I`m not sure I want to go into too much detail on that."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I`m not sure I want to go into too much detail on that."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},572,2023-08-04 10:37:25,False,,,SRENode,20,,SRE_chain,SRE_chain,True,True,True,,7,673.0,540.0,"{""previous_sample"": {""obtained_response"": ""shocked"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""shocked"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},573,2023-08-04 10:37:28,False,,,SRENode,84,,SRE_chain,SRE_chain,True,True,True,,8,677.0,558.0,"{""previous_sample"": {""obtained_response"": ""appreciative"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""appreciative"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},574,2023-08-04 10:37:30,False,,,SRENode,42,,SRE_chain,SRE_chain,True,True,True,,7,699.0,526.0,"{""previous_sample"": {""obtained_response"": ""thoughtful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""thoughtful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},575,2023-08-04 10:37:34,False,,,SRENode,1,,SREPractice,SREPractice,True,True,True,,10,618.0,398.0,"{""previous_sample"": {""obtained_response"": ""The boy couldn`t sit still."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""The boy couldn`t sit still."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},576,2023-08-04 10:37:35,False,,,SRENode,45,,SRE_chain,SRE_chain,True,True,True,,4,667.0,481.0,"{""previous_sample"": {""obtained_response"": ""Proceeds with much care and thoughts."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Proceeds with much care and thoughts."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},577,2023-08-04 10:37:35,False,,,SRENode,7,,SRE_chain,SRE_chain,True,True,True,,7,671.0,483.0,"{""previous_sample"": {""obtained_response"": ""concerned"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""concerned"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},578,2023-08-04 10:37:35,False,,,SRENode,85,,SRE_chain,SRE_chain,True,True,True,,5,653.0,550.0,"{""previous_sample"": {""obtained_response"": ""Let`s plan for the worst case scenario."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Let`s plan for the worst case scenario."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},579,2023-08-04 10:37:38,False,,,SRENode,69,,SRE_chain,SRE_chain,True,True,True,,7,695.0,410.0,"{""previous_sample"": {""obtained_response"": ""I hope you are taking good care of yourself."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I hope you are taking good care of yourself."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},580,2023-08-04 10:37:38,False,,,SRENode,15,,SRE_chain,SRE_chain,True,True,True,,7,666.0,490.0,"{""previous_sample"": {""obtained_response"": ""ended"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""ended"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},581,2023-08-04 10:37:41,False,,,SRENode,76,,SRE_chain,SRE_chain,True,True,True,,6,640.0,467.0,"{""previous_sample"": {""obtained_response"": ""stressed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""stressed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},582,2023-08-04 10:37:41,False,,,SRENode,37,,SRE_chain,SRE_chain,True,True,True,,3,683.0,453.0,"{""previous_sample"": {""obtained_response"": ""curious"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""curious"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},583,2023-08-04 10:37:50,False,,,SRENode,47,,SRE_chain,SRE_chain,True,True,True,,7,617.0,524.0,"{""previous_sample"": {""obtained_response"": ""excited"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""excited"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},584,2023-08-04 10:37:50,False,,,SRENode,11,,SRE_chain,SRE_chain,True,True,True,,6,612.0,395.0,"{""previous_sample"": {""obtained_response"": ""I`m so nervous to face my boss and hear her feedback on my presentation."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I`m so nervous to face my boss and hear her feedback on my presentation."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},585,2023-08-04 10:37:52,False,,,SRENode,67,,SRE_chain,SRE_chain,True,True,True,,6,693.0,529.0,"{""previous_sample"": {""obtained_response"": ""polite"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""polite"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},586,2023-08-04 10:37:57,False,,,SRENode,17,,SRE_chain,SRE_chain,True,True,True,,4,722.0,512.0,"{""previous_sample"": {""obtained_response"": ""I have checked the worked I have done to make sure it is correct."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I have checked the worked I have done to make sure it is correct."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},587,2023-08-04 10:38:01,False,,,SRENode,79,,SRE_chain,SRE_chain,True,True,True,,6,604.0,547.0,"{""previous_sample"": {""obtained_response"": ""thankful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""thankful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},588,2023-08-04 10:38:04,False,,,SRENode,49,,SRE_chain,SRE_chain,True,True,True,,8,631.0,387.0,"{""previous_sample"": {""obtained_response"": ""shocked"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""shocked"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},589,2023-08-04 10:38:04,False,,,SRENode,48,,SRE_chain,SRE_chain,True,True,True,,5,655.0,513.0,"{""previous_sample"": {""obtained_response"": ""You`re not allowed to go out today."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""You`re not allowed to go out today."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},590,2023-08-04 10:38:08,False,,,SRENode,53,,SRE_chain,SRE_chain,True,True,True,,6,786.0,559.0,"{""previous_sample"": {""obtained_response"": ""unfair"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""unfair"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},591,2023-08-04 10:38:12,False,,,SRENode,80,,SRE_chain,SRE_chain,True,True,True,,5,687.0,466.0,"{""previous_sample"": {""obtained_response"": ""Oh really, that is unfortunate."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Oh really, that is unfortunate."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},592,2023-08-04 10:38:16,False,,,SRENode,24,,SRE_chain,SRE_chain,True,True,True,,6,800.0,496.0,"{""previous_sample"": {""obtained_response"": ""I was feeling anxious because my husband was not home from work and it was getting late."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I was feeling anxious because my husband was not home from work and it was getting late."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},593,2023-08-04 10:38:17,False,,,SRENode,72,,SRE_chain,SRE_chain,True,True,True,,4,772.0,517.0,"{""previous_sample"": {""obtained_response"": ""confused"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""confused"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},594,2023-08-04 10:38:19,False,,,SRENode,63,,SRE_chain,SRE_chain,True,True,True,,5,603.0,415.0,"{""previous_sample"": {""obtained_response"": ""I live in a nice house that has more bedrooms than people living here."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I live in a nice house that has more bedrooms than people living here."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},595,2023-08-04 10:38:23,False,,,SRENode,57,,SRE_chain,SRE_chain,True,True,True,,6,730.0,538.0,"{""previous_sample"": {""obtained_response"": ""frustrated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""frustrated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},596,2023-08-04 10:38:26,False,,,SRENode,88,,SRE_chain,SRE_chain,True,True,True,,10,630.0,555.0,"{""previous_sample"": {""obtained_response"": ""surprised"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""surprised"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},597,2023-08-04 10:38:28,False,,,SRENode,65,,SRE_chain,SRE_chain,True,True,True,,9,638.0,507.0,"{""previous_sample"": {""obtained_response"": ""I was glad that went well."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I was glad that went well."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},598,2023-08-04 10:38:31,False,,,SRENode,75,,SRE_chain,SRE_chain,True,True,True,,4,632.0,519.0,"{""previous_sample"": {""obtained_response"": ""grateful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""grateful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},599,2023-08-04 10:38:33,False,,,SRENode,92,,SRE_chain,SRE_chain,True,True,True,,8,703.0,564.0,"{""previous_sample"": {""obtained_response"": ""thankful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""thankful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},600,2023-08-04 10:38:33,False,,,SRENode,32,,SRE_chain,SRE_chain,True,True,True,,4,863.0,372.0,"{""previous_sample"": {""obtained_response"": ""Feeling joyful and in a good place."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Feeling joyful and in a good place."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},601,2023-08-04 10:38:35,False,,,SRENode,87,,SRE_chain,SRE_chain,True,True,True,,5,644.0,552.0,"{""previous_sample"": {""obtained_response"": ""I`ve decided to cut him off, as he`s proven he`s a friend who only expects favors from me."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I`ve decided to cut him off, as he`s proven he`s a friend who only expects favors from me."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},602,2023-08-04 10:38:37,False,,,SRENode,68,,SRE_chain,SRE_chain,True,True,True,,5,754.0,530.0,"{""previous_sample"": {""obtained_response"": ""I am so annoyed with this situation."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I am so annoyed with this situation."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},603,2023-08-04 10:38:38,False,,,SRENode,63,,SRE_chain,SRE_chain,True,True,True,,6,679.0,594.0,"{""previous_sample"": {""obtained_response"": ""boastful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""boastful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},604,2023-08-04 10:38:42,False,,,SRENode,79,,SRE_chain,SRE_chain,True,True,True,,7,616.0,587.0,"{""previous_sample"": {""obtained_response"": ""He helped me out so much yesterday and I will make sure to re-pay him for his kind gesture."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""He helped me out so much yesterday and I will make sure to re-pay him for his kind gesture."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},605,2023-08-04 10:38:46,False,,,SRENode,83,,SRE_chain,SRE_chain,True,True,True,,7,794.0,548.0,"{""previous_sample"": {""obtained_response"": ""How did you pull that off, fair play!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""How did you pull that off, fair play!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},606,2023-08-04 10:38:46,False,,,SRENode,36,,SRE_chain,SRE_chain,True,True,True,,3,708.0,536.0,"{""previous_sample"": {""obtained_response"": ""settled"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""settled"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},607,2023-08-04 10:38:54,False,,,SRENode,46,,SRE_chain,SRE_chain,True,True,True,,6,651.0,566.0,"{""previous_sample"": {""obtained_response"": ""I wish I had tried this dress on before I bought it."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I wish I had tried this dress on before I bought it."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},608,2023-08-04 10:38:55,False,,,SRENode,10,,SRE_chain,SRE_chain,True,True,True,,5,692.0,396.0,"{""previous_sample"": {""obtained_response"": ""angry"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""angry"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},609,2023-08-04 10:38:57,False,,,SRENode,56,,SRE_chain,SRE_chain,True,True,True,,6,709.0,545.0,"{""previous_sample"": {""obtained_response"": ""surprised"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""surprised"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},610,2023-08-04 10:38:59,False,,,SRENode,12,,SRE_chain,SRE_chain,True,True,True,,7,758.0,427.0,"{""previous_sample"": {""obtained_response"": ""determined"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""determined"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},611,2023-08-04 10:38:59,False,,,SRENode,14,,SRE_chain,SRE_chain,True,True,True,,5,744.0,557.0,"{""previous_sample"": {""obtained_response"": ""dissatisfied"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""dissatisfied"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},612,2023-08-04 10:39:02,False,,,SRENode,11,,SRE_chain,SRE_chain,True,True,True,,7,634.0,584.0,"{""previous_sample"": {""obtained_response"": ""anxious"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""anxious"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},613,2023-08-04 10:39:04,False,,,SRENode,22,,SRE_chain,SRE_chain,True,True,True,,7,871.0,459.0,"{""previous_sample"": {""obtained_response"": ""angry"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""angry"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},614,2023-08-04 10:39:06,False,,,SRENode,2,,SREPractice,SREPractice,True,True,True,,15,623.0,365.0,"{""previous_sample"": {""obtained_response"": ""I am very sure in my ability to play tennis."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I am very sure in my ability to play tennis."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},615,2023-08-04 10:39:07,False,,,SRENode,66,,SRE_chain,SRE_chain,True,True,True,,3,681.0,402.0,"{""previous_sample"": {""obtained_response"": ""Don`t you ever do that to me again."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""Don`t you ever do that to me again."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},616,2023-08-04 10:39:07,False,,,SRENode,79,,SRE_chain,SRE_chain,True,True,True,,8,826.0,604.0,"{""previous_sample"": {""obtained_response"": ""appreciative"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""appreciative"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
