_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,word_1,word_2,idx_1,idx_2,order
{},False,{},955,2023-12-15 23:36:01,False,,,EvaluationTrial,487,487,True,487,17,16,evaluations,"{""id"": 486, ""word_1"": ""encouraging"", ""word_2"": ""sarcastic"", ""idx_1"": 14, ""idx_2"": 31, ""order"": 0}",True,False,,0.0,,1,True,1069.0,,,2.991,470.5,477.0,6.5,0,default,EvaluationTrial,Info,encouraging,sarcastic,14,31,0
{},False,{},956,2023-12-15 23:36:03,False,,,EvaluationTrial,446,446,True,446,20,18,evaluations,"{""id"": 445, ""word_1"": ""disappointed"", ""word_2"": ""friendly"", ""idx_1"": 13, ""idx_2"": 16, ""order"": 1}",True,False,,0.0,,1,True,1080.0,,,9.912,204.0,210.5,6.5,0,default,EvaluationTrial,Info,disappointed,friendly,13,16,1
{},False,{},957,2023-12-15 23:36:03,False,,,EvaluationTrial,630,630,True,630,19,17,evaluations,"{""id"": 629, ""word_1"": ""indignant"", ""word_2"": ""worried"", ""idx_1"": 20, ""idx_2"": 39, ""order"": 1}",True,False,,0.0,,1,True,1071.0,,,2.169,425.0,431.5,6.5,0,default,EvaluationTrial,Info,indignant,worried,20,39,1
{},False,{},958,2023-12-15 23:36:03,False,,,EvaluationTrial,250,250,True,250,13,12,evaluations,"{""id"": 249, ""word_1"": ""appreciative"", ""word_2"": ""sad"", ""idx_1"": 6, ""idx_2"": 30, ""order"": 1}",True,False,,0.0,,1,True,1070.0,,,1.041,464.0,470.5,6.5,0,default,EvaluationTrial,Info,appreciative,sad,6,30,1
{},False,{},959,2023-12-15 23:36:04,False,,,EvaluationTrial,796,796,True,796,16,14,evaluations,"{""id"": 795, ""word_1"": ""skeptical"", ""word_2"": ""thankful"", ""idx_1"": 33, ""idx_2"": 36, ""order"": 0}",True,False,,0.0,,3,True,1073.0,,,3.538,243.0,249.5,6.5,0,default,EvaluationTrial,Info,skeptical,thankful,33,36,0
{},False,{},960,2023-12-15 23:36:06,False,,,EvaluationTrial,710,710,True,710,17,16,evaluations,"{""id"": 709, ""word_1"": ""proud"", ""word_2"": ""surprised"", ""idx_1"": 25, ""idx_2"": 34, ""order"": 1}",True,False,,0.0,,3,True,1075.0,,,2.803,477.0,483.5,6.5,0,default,EvaluationTrial,Info,proud,surprised,25,34,1
{},False,{},961,2023-12-15 23:36:07,False,,,EvaluationTrial,395,395,True,395,13,12,evaluations,"{""id"": 394, ""word_1"": ""descriptive"", ""word_2"": ""indignant"", ""idx_1"": 11, ""idx_2"": 20, ""order"": 0}",True,False,,0.0,,1,True,1077.0,,,2.182,470.5,477.0,6.5,0,default,EvaluationTrial,Info,descriptive,indignant,11,20,0
{},False,{},962,2023-12-15 23:36:07,False,,,EvaluationTrial,363,363,True,363,19,17,evaluations,"{""id"": 362, ""word_1"": ""defensive"", ""word_2"": ""frustrated"", ""idx_1"": 10, ""idx_2"": 17, ""order"": 1}",True,False,,0.0,,1,True,1074.0,,,1.534,431.5,438.0,6.5,0,default,EvaluationTrial,Info,defensive,frustrated,10,17,1
{},False,{},963,2023-12-15 23:36:09,False,,,EvaluationTrial,653,653,True,653,16,14,evaluations,"{""id"": 652, ""word_1"": ""joyful"", ""word_2"": ""proud"", ""idx_1"": 22, ""idx_2"": 25, ""order"": 1}",True,False,,0.0,,4,True,1123.0,,,82.447,249.5,256.0,6.5,0,default,EvaluationTrial,Info,joyful,proud,22,25,1
{},False,{},964,2023-12-15 23:36:10,False,,,EvaluationTrial,535,535,True,535,19,17,evaluations,"{""id"": 534, ""word_1"": ""friendly"", ""word_2"": ""sad"", ""idx_1"": 16, ""idx_2"": 30, ""order"": 1}",True,False,,0.0,,1,True,1078.0,,,0.889,438.0,444.5,6.5,0,default,EvaluationTrial,Info,friendly,sad,16,30,1
{},False,{},965,2023-12-15 23:36:10,False,,,EvaluationTrial,56,56,True,56,17,16,evaluations,"{""id"": 55, ""word_1"": ""affectionate"", ""word_2"": ""friendly"", ""idx_1"": 1, ""idx_2"": 16, ""order"": 1}",True,False,,0.0,,5,True,1079.0,,,2.059,483.5,490.0,6.5,0,default,EvaluationTrial,Info,affectionate,friendly,1,16,1
{},False,{},966,2023-12-15 23:36:10,False,,,EvaluationTrial,427,427,True,427,18,15,evaluations,"{""id"": 426, ""word_1"": ""desperate"", ""word_2"": ""pleased"", ""idx_1"": 12, ""idx_2"": 24, ""order"": 1}",True,False,,0.0,,1,True,1090.0,,,12.048,249.5,256.0,6.5,0,default,EvaluationTrial,Info,desperate,pleased,12,24,1
{},False,{},967,2023-12-15 23:36:11,False,,,EvaluationTrial,287,287,True,287,13,12,evaluations,"{""id"": 286, ""word_1"": ""concerned"", ""word_2"": ""surprised"", ""idx_1"": 7, ""idx_2"": 34, ""order"": 1}",True,False,,0.0,,1,True,1087.0,,,8.422,477.0,483.5,6.5,0,default,EvaluationTrial,Info,concerned,surprised,7,34,1
{},False,{},968,2023-12-15 23:36:13,False,,,EvaluationTrial,283,283,True,283,19,17,evaluations,"{""id"": 282, ""word_1"": ""concerned"", ""word_2"": ""sad"", ""idx_1"": 7, ""idx_2"": 30, ""order"": 0}",True,False,,0.0,,1,True,1081.0,,,1.395,444.5,451.0,6.5,0,default,EvaluationTrial,Info,concerned,sad,7,30,0
,False,{},969,2023-12-15 23:36:13,False,,,EvaluationTrial,493,493,True,493,17,16,evaluations,"{""id"": 492, ""word_1"": ""encouraging"", ""word_2"": ""uncertain"", ""idx_1"": 14, ""idx_2"": 37, ""order"": 1}",True,True,,0.0,811.0,1,False,1083.0,0.0,1.0,2.206,490.0,496.5,6.5,0,default,EvaluationTrial,Info,encouraging,uncertain,14,37,1
{},False,{},970,2023-12-15 23:36:15,False,,,EvaluationTrial,578,578,True,578,20,18,evaluations,"{""id"": 577, ""word_1"": ""grateful"", ""word_2"": ""relieved"", ""idx_1"": 18, ""idx_2"": 28, ""order"": 1}",True,False,,0.0,,5,True,1085.0,,,3.536,210.5,217.0,6.5,0,default,EvaluationTrial,Info,grateful,relieved,18,28,1
{},False,{},971,2023-12-15 23:36:15,False,,,EvaluationTrial,71,71,True,71,19,17,evaluations,"{""id"": 70, ""word_1"": ""affectionate"", ""word_2"": ""sarcastic"", ""idx_1"": 1, ""idx_2"": 31, ""order"": 0}",True,False,,0.0,,1,True,1084.0,,,1.945,451.0,457.5,6.5,0,default,EvaluationTrial,Info,affectionate,sarcastic,1,31,0
{},False,{},972,2023-12-15 23:36:18,False,,,EvaluationTrial,221,221,True,221,19,17,evaluations,"{""id"": 220, ""word_1"": ""apologetic"", ""word_2"": ""sympathetic"", ""idx_1"": 5, ""idx_2"": 35, ""order"": 0}",True,False,,0.0,,1,True,1086.0,,,1.082,457.5,464.0,6.5,0,default,EvaluationTrial,Info,apologetic,sympathetic,5,35,0
{},False,{},973,2023-12-15 23:36:19,False,,,EvaluationTrial,52,52,True,52,20,18,evaluations,"{""id"": 51, ""word_1"": ""affectionate"", ""word_2"": ""desperate"", ""idx_1"": 1, ""idx_2"": 12, ""order"": 0}",True,False,,0.0,,3,True,1092.0,,,4.461,217.0,223.5,6.5,0,default,EvaluationTrial,Info,affectionate,desperate,1,12,0
{},False,{},974,2023-12-15 23:36:20,False,,,EvaluationTrial,457,457,True,457,19,17,evaluations,"{""id"": 456, ""word_1"": ""disappointed"", ""word_2"": ""reflective"", ""idx_1"": 13, ""idx_2"": 27, ""order"": 0}",True,False,,0.0,,1,True,1088.0,,,0.784,464.0,470.5,6.5,0,default,EvaluationTrial,Info,disappointed,reflective,13,27,0
{},False,{},975,2023-12-15 23:36:21,False,,,EvaluationTrial,68,68,True,68,13,12,evaluations,"{""id"": 67, ""word_1"": ""affectionate"", ""word_2"": ""relieved"", ""idx_1"": 1, ""idx_2"": 28, ""order"": 1}",True,False,,0.0,,1,True,1091.0,,,1.175,483.5,490.0,6.5,0,default,EvaluationTrial,Info,affectionate,relieved,1,28,1
{},False,{},976,2023-12-15 23:36:22,False,,,EvaluationTrial,692,692,True,692,19,17,evaluations,"{""id"": 691, ""word_1"": ""pleased"", ""word_2"": ""sarcastic"", ""idx_1"": 24, ""idx_2"": 31, ""order"": 0}",True,False,,0.0,,1,True,1089.0,,,0.707,470.5,477.0,6.5,0,default,EvaluationTrial,Info,pleased,sarcastic,24,31,0
{},False,{},977,2023-12-15 23:36:24,False,,,EvaluationTrial,559,559,True,559,19,17,evaluations,"{""id"": 558, ""word_1"": ""frustrated"", ""word_2"": ""sarcastic"", ""idx_1"": 17, ""idx_2"": 31, ""order"": 0}",True,False,,0.0,,1,True,1093.0,,,0.884,477.0,483.5,6.5,0,default,EvaluationTrial,Info,frustrated,sarcastic,17,31,0
{},False,{},978,2023-12-15 23:36:24,False,,,EvaluationTrial,115,115,True,115,18,15,evaluations,"{""id"": 114, ""word_1"": ""angry"", ""word_2"": ""uncertain"", ""idx_1"": 2, ""idx_2"": 37, ""order"": 0}",True,False,,0.0,,5,True,1103.0,,,17.952,256.0,262.5,6.5,0,default,EvaluationTrial,Info,angry,uncertain,2,37,0
,False,{},979,2023-12-15 23:36:25,False,,,EvaluationTrial,177,177,True,177,13,12,evaluations,"{""id"": 176, ""word_1"": ""anxious"", ""word_2"": ""reassuring"", ""idx_1"": 4, ""idx_2"": 26, ""order"": 0}",True,True,,0.0,708.0,1,False,1096.0,0.0,1.0,1.088,490.0,496.5,6.5,0,default,EvaluationTrial,Info,anxious,reassuring,4,26,0
{},False,{},980,2023-12-15 23:36:25,False,,,EvaluationTrial,100,100,True,100,20,18,evaluations,"{""id"": 99, ""word_1"": ""angry"", ""word_2"": ""joyful"", ""idx_1"": 2, ""idx_2"": 22, ""order"": 0}",True,False,,0.0,,1,True,1097.0,,,2.246,223.5,230.0,6.5,0,default,EvaluationTrial,Info,angry,joyful,2,22,0
{},False,{},981,2023-12-15 23:36:26,False,,,EvaluationTrial,451,451,True,451,19,17,evaluations,"{""id"": 450, ""word_1"": ""disappointed"", ""word_2"": ""irritated"", ""idx_1"": 13, ""idx_2"": 21, ""order"": 1}",True,False,,0.0,,1,True,1095.0,,,1.054,483.5,490.0,6.5,0,default,EvaluationTrial,Info,disappointed,irritated,13,21,1
{},False,{},982,2023-12-15 23:36:27,False,,,EvaluationTrial,392,392,True,392,22,19,evaluations,"{""id"": 391, ""word_1"": ""descriptive"", ""word_2"": ""frustrated"", ""idx_1"": 11, ""idx_2"": 17, ""order"": 1}",True,False,,0.0,,4,True,1102.0,,,13.879,100.0,106.5,6.5,0,default,EvaluationTrial,Info,descriptive,frustrated,11,17,1
,False,{},983,2023-12-15 23:36:27,False,,,EvaluationTrial,652,652,True,652,19,17,evaluations,"{""id"": 651, ""word_1"": ""joyful"", ""word_2"": ""pleased"", ""idx_1"": 22, ""idx_2"": 24, ""order"": 0}",True,True,,0.0,917.0,5,False,1099.0,0.0,1.0,2.043,490.0,496.5,6.5,0,default,EvaluationTrial,Info,joyful,pleased,22,24,0
{},False,{},984,2023-12-15 23:36:28,False,,,EvaluationTrial,498,498,True,498,20,18,evaluations,"{""id"": 497, ""word_1"": ""excited"", ""word_2"": ""frustrated"", ""idx_1"": 15, ""idx_2"": 17, ""order"": 0}",True,False,,0.0,,4,True,1100.0,,,6.407,230.0,236.5,6.5,0,default,EvaluationTrial,Info,excited,frustrated,15,17,0
{},False,{},985,2023-12-15 23:36:36,False,,,EvaluationTrial,614,614,True,614,20,18,evaluations,"{""id"": 613, ""word_1"": ""indignant"", ""word_2"": ""nostalgic"", ""idx_1"": 20, ""idx_2"": 23, ""order"": 0}",True,False,,0.0,,1,True,1101.0,,,2.995,236.5,243.0,6.5,0,default,EvaluationTrial,Info,indignant,nostalgic,20,23,0
{},False,{},986,2023-12-15 23:36:40,False,,,EvaluationTrial,581,581,True,581,20,18,evaluations,"{""id"": 580, ""word_1"": ""grateful"", ""word_2"": ""sarcastic"", ""idx_1"": 18, ""idx_2"": 31, ""order"": 0}",True,False,,0.0,,1,True,1104.0,,,5.586,243.0,249.5,6.5,0,default,EvaluationTrial,Info,grateful,sarcastic,18,31,0
{},False,{},987,2023-12-15 23:36:42,False,,,EvaluationTrial,817,817,True,817,22,19,evaluations,"{""id"": 816, ""word_1"": ""uncertain"", ""word_2"": ""worried"", ""idx_1"": 37, ""idx_2"": 39, ""order"": 0}",True,False,,0.0,,2,True,1105.0,,,3.384,106.5,113.0,6.5,0,default,EvaluationTrial,Info,uncertain,worried,37,39,0
{},False,{},988,2023-12-15 23:36:44,False,,,EvaluationTrial,284,284,True,284,18,15,evaluations,"{""id"": 283, ""word_1"": ""concerned"", ""word_2"": ""sarcastic"", ""idx_1"": 7, ""idx_2"": 31, ""order"": 1}",True,False,,0.0,,4,True,1106.0,,,3.263,262.5,269.0,6.5,0,default,EvaluationTrial,Info,concerned,sarcastic,7,31,1
{},False,{},989,2023-12-15 23:36:46,False,,,EvaluationTrial,167,167,True,167,20,18,evaluations,"{""id"": 166, ""word_1"": ""anxious"", ""word_2"": ""friendly"", ""idx_1"": 4, ""idx_2"": 16, ""order"": 1}",True,False,,0.0,,3,True,1108.0,,,2.893,249.5,256.0,6.5,0,default,EvaluationTrial,Info,anxious,friendly,4,16,1
{},False,{},990,2023-12-15 23:36:47,False,,,EvaluationTrial,780,780,True,780,22,19,evaluations,"{""id"": 779, ""word_1"": ""sarcastic"", ""word_2"": ""sympathetic"", ""idx_1"": 31, ""idx_2"": 35, ""order"": 0}",True,False,,0.0,,2,True,1107.0,,,1.462,113.0,119.5,6.5,0,default,EvaluationTrial,Info,sarcastic,sympathetic,31,35,0
{},False,{},991,2023-12-15 23:36:48,False,,,EvaluationTrial,422,422,True,422,18,15,evaluations,"{""id"": 421, ""word_1"": ""desperate"", ""word_2"": ""happy"", ""idx_1"": 12, ""idx_2"": 19, ""order"": 0}",True,False,,0.0,,1,True,1110.0,,,4.797,269.0,275.5,6.5,0,default,EvaluationTrial,Info,desperate,happy,12,19,0
{},False,{},992,2023-12-15 23:36:49,False,,,EvaluationTrial,567,567,True,567,22,19,evaluations,"{""id"": 566, ""word_1"": ""frustrated"", ""word_2"": ""worried"", ""idx_1"": 17, ""idx_2"": 39, ""order"": 0}",True,False,,0.0,,3,True,1109.0,,,1.547,119.5,126.0,6.5,0,default,EvaluationTrial,Info,frustrated,worried,17,39,0
{},False,{},993,2023-12-15 23:36:51,False,,,EvaluationTrial,233,233,True,233,20,18,evaluations,"{""id"": 232, ""word_1"": ""appreciative"", ""word_2"": ""disappointed"", ""idx_1"": 6, ""idx_2"": 13, ""order"": 0}",True,False,,0.0,,1,True,1111.0,,,3.988,256.0,262.5,6.5,0,default,EvaluationTrial,Info,appreciative,disappointed,6,13,0
{},False,{},994,2023-12-15 23:36:53,False,,,EvaluationTrial,533,533,True,533,22,19,evaluations,"{""id"": 532, ""word_1"": ""friendly"", ""word_2"": ""relieved"", ""idx_1"": 16, ""idx_2"": 28, ""order"": 0}",True,False,,0.0,,3,True,1170.0,,,114.656,126.0,132.5,6.5,0,default,EvaluationTrial,Info,friendly,relieved,16,28,0
{},False,{},995,2023-12-15 23:36:54,False,,,EvaluationTrial,260,260,True,260,18,15,evaluations,"{""id"": 259, ""word_1"": ""concerned"", ""word_2"": ""concerned"", ""idx_1"": 7, ""idx_2"": 7, ""order"": 1}",True,False,,0.0,,5,True,1115.0,,,12.516,275.5,282.0,6.5,0,default,EvaluationTrial,Info,concerned,concerned,7,7,1
{},False,{},996,2023-12-15 23:36:56,False,,,EvaluationTrial,501,501,True,501,20,18,evaluations,"{""id"": 500, ""word_1"": ""excited"", ""word_2"": ""indignant"", ""idx_1"": 15, ""idx_2"": 20, ""order"": 1}",True,False,,0.0,,2,True,1113.0,,,4.34,262.5,269.0,6.5,0,default,EvaluationTrial,Info,excited,indignant,15,20,1
{},False,{},997,2023-12-15 23:37:01,False,,,EvaluationTrial,599,599,True,599,20,18,evaluations,"{""id"": 598, ""word_1"": ""happy"", ""word_2"": ""relieved"", ""idx_1"": 19, ""idx_2"": 28, ""order"": 1}",True,False,,0.0,,4,True,1116.0,,,8.533,269.0,275.5,6.5,0,default,EvaluationTrial,Info,happy,relieved,19,28,1
{},False,{},998,2023-12-15 23:37:08,False,,,EvaluationTrial,92,92,True,92,18,15,evaluations,"{""id"": 91, ""word_1"": ""angry"", ""word_2"": ""encouraging"", ""idx_1"": 2, ""idx_2"": 14, ""order"": 1}",True,False,,0.0,,2,True,1120.0,,,14.361,282.0,288.5,6.5,0,default,EvaluationTrial,Info,angry,encouraging,2,14,1
{},False,{},999,2023-12-15 23:37:11,False,,,EvaluationTrial,54,54,True,54,20,18,evaluations,"{""id"": 53, ""word_1"": ""affectionate"", ""word_2"": ""encouraging"", ""idx_1"": 1, ""idx_2"": 14, ""order"": 0}",True,False,,0.0,,4,True,1118.0,,,3.774,275.5,282.0,6.5,0,default,EvaluationTrial,Info,affectionate,encouraging,1,14,0
{},False,{},1000,2023-12-15 23:37:16,False,,,EvaluationTrial,729,729,True,729,21,20,evaluations,"{""id"": 728, ""word_1"": ""reassuring"", ""word_2"": ""worried"", ""idx_1"": 26, ""idx_2"": 39, ""order"": 1}",True,False,,0.0,,1,True,1147.0,,,51.052,100.0,106.5,6.5,0,default,EvaluationTrial,Info,reassuring,worried,26,39,1
{},False,{},1001,2023-12-15 23:37:16,False,,,EvaluationTrial,380,380,True,380,20,18,evaluations,"{""id"": 379, ""word_1"": ""defensive"", ""word_2"": ""surprised"", ""idx_1"": 10, ""idx_2"": 34, ""order"": 0}",True,False,,0.0,,2,True,1119.0,,,3.175,282.0,288.5,6.5,0,default,EvaluationTrial,Info,defensive,surprised,10,34,0
{},False,{},1002,2023-12-15 23:37:20,False,,,EvaluationTrial,383,383,True,383,20,18,evaluations,"{""id"": 382, ""word_1"": ""defensive"", ""word_2"": ""uncertain"", ""idx_1"": 10, ""idx_2"": 37, ""order"": 1}",True,False,,0.0,,2,True,1127.0,,,22.277,288.5,295.0,6.5,0,default,EvaluationTrial,Info,defensive,uncertain,10,37,1
{},False,{},1003,2023-12-15 23:37:24,False,,,EvaluationTrial,228,228,True,228,18,15,evaluations,"{""id"": 227, ""word_1"": ""appreciative"", ""word_2"": ""confused"", ""idx_1"": 6, ""idx_2"": 8, ""order"": 1}",True,False,,0.0,,3,True,1122.0,,,7.058,288.5,295.0,6.5,0,default,EvaluationTrial,Info,appreciative,confused,6,8,1
{},False,{},1004,2023-12-15 23:37:33,False,,,EvaluationTrial,120,120,True,120,18,15,evaluations,"{""id"": 119, ""word_1"": ""annoyed"", ""word_2"": ""apologetic"", ""idx_1"": 3, ""idx_2"": 5, ""order"": 1}",True,False,,0.0,,4,True,1128.0,,,10.689,295.0,301.5,6.5,0,default,EvaluationTrial,Info,annoyed,apologetic,3,5,1
{},False,{},1005,2023-12-15 23:37:34,False,,,EvaluationTrial,40,40,True,40,16,14,evaluations,"{""id"": 39, ""word_1"": ""admiring"", ""word_2"": ""worried"", ""idx_1"": 0, ""idx_2"": 39, ""order"": 1}",True,False,,0.0,,2,True,1124.0,,,2.615,256.0,262.5,6.5,0,default,EvaluationTrial,Info,admiring,worried,0,39,1
{},False,{},1006,2023-12-15 23:37:39,False,,,EvaluationTrial,403,403,True,403,16,14,evaluations,"{""id"": 402, ""word_1"": ""descriptive"", ""word_2"": ""relieved"", ""idx_1"": 11, ""idx_2"": 28, ""order"": 0}",True,False,,0.0,,3,True,1126.0,,,2.24,262.5,269.0,6.5,0,default,EvaluationTrial,Info,descriptive,relieved,11,28,0
{},False,{},1007,2023-12-15 23:37:42,False,,,EvaluationTrial,164,164,True,164,16,14,evaluations,"{""id"": 163, ""word_1"": ""anxious"", ""word_2"": ""disappointed"", ""idx_1"": 4, ""idx_2"": 13, ""order"": 1}",True,False,,0.0,,4,True,1129.0,,,4.452,269.0,275.5,6.5,0,default,EvaluationTrial,Info,anxious,disappointed,4,13,1
{},False,{},1008,2023-12-15 23:37:43,False,,,EvaluationTrial,393,393,True,393,20,18,evaluations,"{""id"": 392, ""word_1"": ""descriptive"", ""word_2"": ""grateful"", ""idx_1"": 11, ""idx_2"": 18, ""order"": 1}",True,False,,0.0,,3,True,1130.0,,,4.382,295.0,301.5,6.5,0,default,EvaluationTrial,Info,descriptive,grateful,11,18,1
{},False,{},1009,2023-12-15 23:37:45,False,,,EvaluationTrial,793,793,True,793,18,15,evaluations,"{""id"": 792, ""word_1"": ""skeptical"", ""word_2"": ""skeptical"", ""idx_1"": 33, ""idx_2"": 33, ""order"": 0}",True,False,,0.0,,5,True,1131.0,,,5.724,301.5,308.0,6.5,0,default,EvaluationTrial,Info,skeptical,skeptical,33,33,0
{},False,{},1010,2023-12-15 23:37:48,False,,,EvaluationTrial,18,18,True,18,16,14,evaluations,"{""id"": 17, ""word_1"": ""admiring"", ""word_2"": ""frustrated"", ""idx_1"": 0, ""idx_2"": 17, ""order"": 0}",True,False,,0.0,,1,True,1132.0,,,3.51,275.5,282.0,6.5,0,default,EvaluationTrial,Info,admiring,frustrated,0,17,0
{},False,{},1011,2023-12-15 23:37:51,False,,,EvaluationTrial,265,265,True,265,20,18,evaluations,"{""id"": 264, ""word_1"": ""concerned"", ""word_2"": ""desperate"", ""idx_1"": 7, ""idx_2"": 12, ""order"": 0}",True,False,,0.0,,4,True,1133.0,,,2.91,301.5,308.0,6.5,0,default,EvaluationTrial,Info,concerned,desperate,7,12,0
{},False,{},1012,2023-12-15 23:37:52,False,,,EvaluationTrial,697,697,True,697,18,15,evaluations,"{""id"": 696, ""word_1"": ""pleased"", ""word_2"": ""thankful"", ""idx_1"": 24, ""idx_2"": 36, ""order"": 0}",True,False,,0.0,,5,True,1135.0,,,3.302,308.0,314.5,6.5,0,default,EvaluationTrial,Info,pleased,thankful,24,36,0
{},False,{},1013,2023-12-15 23:37:52,False,,,EvaluationTrial,697,697,True,697,16,14,evaluations,"{""id"": 696, ""word_1"": ""pleased"", ""word_2"": ""thankful"", ""idx_1"": 24, ""idx_2"": 36, ""order"": 1}",True,False,,0.0,,5,True,1136.0,,,3.658,282.0,288.5,6.5,0,default,EvaluationTrial,Info,pleased,thankful,24,36,1
{},False,{},1014,2023-12-15 23:37:55,False,,,EvaluationTrial,405,405,True,405,20,18,evaluations,"{""id"": 404, ""word_1"": ""descriptive"", ""word_2"": ""sad"", ""idx_1"": 11, ""idx_2"": 30, ""order"": 0}",True,False,,0.0,,3,True,1137.0,,,4.26,308.0,314.5,6.5,0,default,EvaluationTrial,Info,descriptive,sad,11,30,0
{},False,{},1015,2023-12-15 23:37:57,False,,,EvaluationTrial,765,765,True,765,18,15,evaluations,"{""id"": 764, ""word_1"": ""resigned"", ""word_2"": ""worried"", ""idx_1"": 29, ""idx_2"": 39, ""order"": 1}",True,False,,0.0,,4,True,1140.0,,,4.831,314.5,321.0,6.5,0,default,EvaluationTrial,Info,resigned,worried,29,39,1
{},False,{},1016,2023-12-15 23:37:57,False,,,EvaluationTrial,678,678,True,678,16,14,evaluations,"{""id"": 677, ""word_1"": ""nostalgic"", ""word_2"": ""skeptical"", ""idx_1"": 23, ""idx_2"": 33, ""order"": 0}",True,False,,0.0,,2,True,1139.0,,,3.94,288.5,295.0,6.5,0,default,EvaluationTrial,Info,nostalgic,skeptical,23,33,0
{},False,{},1017,2023-12-15 23:38:01,False,,,EvaluationTrial,322,322,True,322,20,18,evaluations,"{""id"": 321, ""word_1"": ""confused"", ""word_2"": ""uncertain"", ""idx_1"": 8, ""idx_2"": 37, ""order"": 0}",True,False,,0.0,,4,True,1141.0,,,4.266,314.5,321.0,6.5,0,default,EvaluationTrial,Info,confused,uncertain,8,37,0
{},False,{},1018,2023-12-15 23:38:02,False,,,EvaluationTrial,417,417,True,417,16,14,evaluations,"{""id"": 416, ""word_1"": ""desperate"", ""word_2"": ""encouraging"", ""idx_1"": 12, ""idx_2"": 14, ""order"": 1}",True,False,,0.0,,4,True,1142.0,,,3.089,295.0,301.5,6.5,0,default,EvaluationTrial,Info,desperate,encouraging,12,14,1
{},False,{},1019,2023-12-15 23:38:03,False,,,EvaluationTrial,493,493,True,493,18,15,evaluations,"{""id"": 492, ""word_1"": ""encouraging"", ""word_2"": ""uncertain"", ""idx_1"": 14, ""idx_2"": 37, ""order"": 0}",True,False,,0.0,,3,True,1145.0,,,5.205,321.0,327.5,6.5,0,default,EvaluationTrial,Info,encouraging,uncertain,14,37,0
{},False,{},1020,2023-12-15 23:38:06,False,,,EvaluationTrial,311,311,True,311,20,18,evaluations,"{""id"": 310, ""word_1"": ""confused"", ""word_2"": ""reassuring"", ""idx_1"": 8, ""idx_2"": 26, ""order"": 0}",True,False,,0.0,,2,True,1146.0,,,3.41,321.0,327.5,6.5,0,default,EvaluationTrial,Info,confused,reassuring,8,26,0
{},False,{},1021,2023-12-15 23:38:07,False,,,EvaluationTrial,104,104,True,104,16,14,evaluations,"{""id"": 103, ""word_1"": ""angry"", ""word_2"": ""reassuring"", ""idx_1"": 2, ""idx_2"": 26, ""order"": 1}",True,False,,0.0,,1,True,1148.0,,,3.939,301.5,308.0,6.5,0,default,EvaluationTrial,Info,angry,reassuring,2,26,1
{},False,{},1022,2023-12-15 23:38:10,False,,,EvaluationTrial,375,375,True,375,18,15,evaluations,"{""id"": 374, ""word_1"": ""defensive"", ""word_2"": ""resigned"", ""idx_1"": 10, ""idx_2"": 29, ""order"": 0}",True,False,,0.0,,4,True,1152.0,,,5.838,327.5,334.0,6.5,0,default,EvaluationTrial,Info,defensive,resigned,10,29,0
{},False,{},1023,2023-12-15 23:38:10,False,,,EvaluationTrial,788,788,True,788,20,18,evaluations,"{""id"": 787, ""word_1"": ""shocked"", ""word_2"": ""sympathetic"", ""idx_1"": 32, ""idx_2"": 35, ""order"": 1}",True,False,,0.0,,4,True,1151.0,,,4.862,327.5,334.0,6.5,0,default,EvaluationTrial,Info,shocked,sympathetic,32,35,1
{},False,{},1024,2023-12-15 23:38:11,False,,,EvaluationTrial,713,713,True,713,21,20,evaluations,"{""id"": 712, ""word_1"": ""proud"", ""word_2"": ""uncertain"", ""idx_1"": 25, ""idx_2"": 37, ""order"": 0}",True,False,,0.0,,1,True,1153.0,,,3.406,106.5,113.0,6.5,0,default,EvaluationTrial,Info,proud,uncertain,25,37,0
{},False,{},1025,2023-12-15 23:38:12,False,,,EvaluationTrial,135,135,True,135,16,14,evaluations,"{""id"": 134, ""word_1"": ""annoyed"", ""word_2"": ""indignant"", ""idx_1"": 3, ""idx_2"": 20, ""order"": 1}",True,False,,0.0,,5,True,1157.0,,,16.104,308.0,314.5,6.5,0,default,EvaluationTrial,Info,annoyed,indignant,3,20,1
{},False,{},1026,2023-12-15 23:38:17,False,,,EvaluationTrial,500,500,True,500,20,18,evaluations,"{""id"": 499, ""word_1"": ""excited"", ""word_2"": ""happy"", ""idx_1"": 15, ""idx_2"": 19, ""order"": 1}",True,False,,0.0,,4,True,1154.0,,,3.424,334.0,340.5,6.5,0,default,EvaluationTrial,Info,excited,happy,15,19,1
{},False,{},1027,2023-12-15 23:38:18,False,,,EvaluationTrial,737,737,True,737,18,15,evaluations,"{""id"": 736, ""word_1"": ""reflective"", ""word_2"": ""surprised"", ""idx_1"": 27, ""idx_2"": 34, ""order"": 0}",True,False,,0.0,,2,True,1158.0,,,10.738,334.0,340.5,6.5,0,default,EvaluationTrial,Info,reflective,surprised,27,34,0
